window,ppo,rsi,Date_to_use_on,Pct_Change_Vol_1,Pct_Change_Vol_2,Pct_Change_Vol_3,Pct_Change_Vol_4,Pct_Change_Vol_5,Pct_Change_Vol_6,Pct_Change_Vol_7,Pct_Change_Vol_8,Pct_Change_Vol_9,Pct_Change_Vol_10,Pct_Change_Vol_11,Pct_Change_Vol_12,Pct_Change_Vol_13,Pct_Change_Vol_14,Pct_Change_Vol_15,Pct_Change_Vol_16,Pct_Change_Vol_17,Pct_Change_Vol_18,Pct_Change_Vol_19,Pct_Change_Vol_20,Pct_Change_Vol_21,Pct_Change_Vol_22,Pct_Change_Vol_23,Pct_Change_Vol_24,Pct_Change_Vol_25
0,9,14,2001-07-17,-0.04184629060071432,-0.051940709266690255,-0.05998193305355015,-0.01958834544402388,0.05261784277627113,-0.007674405773435478,0.0035663142291479932,0.11963712163609874,0.07035274620075205,-0.018522592588658737,-0.002210908292009206,-0.008601724859297444,0.01439088744290129,-0.03384374118531719,-0.05277834647425084,-0.0032811770526323114,-0.0894322494990919,0.16260644029552007,0.05094688192824526,0.017651220860851913,0.028192529706695835,-0.03458552762627021,-0.02703048326108104,-0.004494670023987513,0.006421175236729582
25,1,5,2001-08-21,-0.07317240085944599,-0.06758064195967217,-0.02254630298109095,-0.057581031084382506,0.08305457047858567,0.6685082911161657,0.036197562752262824,-0.0004818198803996365,-0.02125007326066508,-0.07650995280728257,-0.08306754041817688,-0.056706049916158574,-0.08147857327949437,-0.09108304813609025,-0.09426422582580851,-0.09057416245326644,-0.06217384657807912,0.021433523917809394,0.10678466716489732,-0.030007356994548706,-0.02682107988625193,-0.06265368798902793,0.026538410417188407,-0.002576529130611349,-0.05160002077554171
50,1,1,2001-10-02,-0.0005657397454500446,-0.030687977375802644,-0.03065334370512207,-0.03377171391311462,-0.06777449874804775,-0.039965217939982534,-0.014120096754800082,0.06418489239280967,-0.026339249307218093,0.020842415880494514,0.5885055382508984,0.004305353332419548,0.003417603763501864,-0.025472615387672093,0.08491495509609637,-0.023325573194318272,0.047253003046354713,0.021785898366103673,0.10238663828511352,-0.061662507719900006,-0.06021767307084336,0.006749470234540533,0.014542992599555937,-0.014101914181684605,0.008794641162297223
75,1,10,2001-11-06,-0.03934409677986217,-0.04209030794983015,-0.01759403564178519,-0.022209847188578435,-0.06408461570567958,-0.08640065744221526,-0.07158535270558541,0.03771044966386339,-0.053324412638533936,0.0977994797853432,0.06732791117546921,0.06947776482397261,-0.05221519838415101,0.01875686313537872,-0.051547445710922846,0.15783469187117438,0.43384963640420615,-0.011535308635408859,-0.05897477433485743,-0.06863428465024934,0.024384476098424868,-0.019896744941985234,-0.06463151497797703,-0.08406754350435108,-0.024278561363305973
100,1,13,2001-12-12,-0.03541544229232452,0.05887032903192324,0.04237292006155147,-0.06655750436396546,-0.07251244906510834,-0.013248995078826153,0.5318360670722264,0.16369264967648856,0.016299743141951595,-0.025528976055058994,-0.05583084745290823,-0.028517706318188396,-0.09544392215587327,0.6497101266274341,0.17583851415060447,0.2426439197573167,-0.020512959396353447,-0.09416416566013475,-0.08323770534055386,-0.0366123317016358,0.04683766617258378,-0.053756746760557084,-0.09379319681172382,-0.07422766636759848,-0.011106624947697985
125,1,6,2002-01-18,-0.07137964415191445,-0.067251230672845,-0.035652577725929335,-0.04870895623572902,-0.05932797935247003,-0.058155571598140665,-0.039952761229614664,0.05686391573050931,-0.06467598337205449,0.12433283432279274,-0.0064700316750019304,-0.013477115083115998,-0.07013922933470162,-0.056591873217490374,0.018120951484753567,0.043195478267045395,0.02752731972304634,-0.06631840917117493,0.014981601260400712,-0.02961108041544358,-0.08646384932077422,-0.05082758608074811,-0.061318818765633165,0.13728113126942465,0.1292152507655624
150,13,14,2002-02-26,0.019392856146632775,0.6837222554613354,0.004502953535955312,0.051325481329348,0.09792073596084139,0.02047568864050997,-0.003589078336982743,-0.043964336806697646,-0.07215263853894582,-0.08833688798658956,0.022409244379396176,-0.02487766088582566,-0.07199661424619053,-0.08244144188364544,-0.08781757001407364,-0.041208629278132625,-0.061257135803005514,-0.07401533784518866,-0.021384404241616695,-0.04789157855169335,-0.026839102086424593,-0.02767727182909585,-0.019875502751793728,-0.023943429090513724,-0.056810092401034074
175,1,8,2002-04-03,-0.004755483964209439,0.0002848863899582721,-0.0447781324528399,0.03177409241602658,0.10082275744962144,-0.007519090215822977,0.08484873721592212,-0.010805441925441861,-0.006708723092992863,-0.04983496402958243,-0.06099622736003385,-0.05601540254028614,0.1289334607321324,0.04960005222445263,0.0008300141966568475,-0.07692117422168676,-0.031589259231736055,-0.05576120154722841,-0.05728585961370525,-0.05277928221519124,-0.051131202971146816,0.025203235476001007,-0.08690319201165386,-0.04189906871735716,-0.03691769765027808
200,8,14,2002-05-08,-0.03847371280402101,-0.002164422779489139,-0.03450139406251307,-0.00887148725936171,0.025162696875528967,-0.011734524954341019,0.009126276511338238,-0.008029575030313096,-0.02393981812159396,-0.05078671259869827,0.07492515503548236,-0.04747876067289247,-0.04646339300831692,0.00598012659380287,0.08871608731801528,0.7966963949000958,0.026245908287576114,-0.03213436616622456,-0.02377317447707883,-0.05218359166238684,-0.02519558016179968,-0.0712638256727055,-0.058616612311526595,-0.048931514023774825,-0.039595358238225575
225,1,3,2002-06-13,0.015429377966007074,0.07866244612108075,-0.005482860014364488,-0.021856772957142945,0.14139734126461945,0.07373911005975065,-0.02540993627644894,-0.045141389047521074,-0.004439476658374963,-0.016141547515994503,-0.06234818550997612,-0.04524692092204541,-0.06825178209763949,-0.06840112017845923,-0.06999708188860343,0.03156050529707044,-0.030960138866920284,-0.06109915037134517,0.028220015370154616,-0.0408141392638558,-0.012355359374725206,-0.0076382402872927635,0.15089560585090678,-0.021940250567649033,0.025244078063535458
