window,ppo,rsi,Pct_Change_Vol_1,Pct_Change_Vol_2,Pct_Change_Vol_3,Pct_Change_Vol_4,Pct_Change_Vol_5,Pct_Change_Vol_6,Pct_Change_Vol_7,Pct_Change_Vol_8,Pct_Change_Vol_9,Pct_Change_Vol_10,Pct_Change_Vol_11,Pct_Change_Vol_12,Pct_Change_Vol_13,Pct_Change_Vol_14,Pct_Change_Vol_15,Pct_Change_Vol_16,Pct_Change_Vol_17,Pct_Change_Vol_18,Pct_Change_Vol_19,Pct_Change_Vol_20,Pct_Change_Vol_21,Pct_Change_Vol_22,Pct_Change_Vol_23,Pct_Change_Vol_24,Pct_Change_Vol_25
250,1,1,-0.04410162854115407,0.012630711973771636,0.00235881121596182,-0.002301876125607283,-0.01831175922372974,0.0299822621688135,0.06697203558020526,0.10611986478004565,0.09163526593853444,0.05810812213190375,-0.004242641640626155,-0.02623859535996309,-0.03558733201723341,0.002774459998878598,-0.019820477686893545,-0.07034032028158688,-0.017832604929162277,0.029743697963404925,0.34996045457589986,0.12675276582462702,-0.02548576733543717,0.01800075647811017,0.019179604593354327,0.054050474664214976,0.08140901059245653
275,1,1,1.1871668279456138,0.0509419988411115,-0.0011096276082211975,-0.01782793500366242,-0.06532837728988572,-0.08812458556330438,-0.0782331932574849,-0.07807697973485117,-0.07874924927982996,-0.0920448326389518,-0.08389964934197358,-0.06540382384562782,-0.03961225127163892,-0.040851181111013046,-0.037139144992562656,-0.050798941700489375,-0.047152035008813376,0.052587870636440215,0.01863357320448178,0.02530375092926529,-0.0300822106171178,-0.03608481764090954,-0.03538777280603855,-0.01652147647895752,-0.06022368960351743
300,1,1,-0.08235000621620026,-0.07800970471899449,-0.029230751630411556,-0.008896580592391401,-0.016115312409018978,-0.04839469826198073,0.057444089366532225,0.02499243918891403,0.09084517109160051,-0.012844959368408349,-0.006298603339745745,-0.058076180503635166,-0.056159673831621904,-0.02746731854980411,-0.04233945501804004,-0.07112731146473916,0.034402994964087164,0.06296110519807363,0.07396458226917613,0.041440601915588626,0.06964985489578779,0.08327968620192294,0.043164829620351286,-0.023286759841150584,-0.022438773023920167
325,2,1,0.02954939975326898,-0.0006353971161526806,0.026348945091079434,0.05784628540645209,0.018918282929460517,0.017815481087535057,0.016337815946098733,0.002529907165519818,0.007350963827091883,0.001112811558844129,-0.04202130089768241,0.06264717070235148,-5.9965346310475454e-05,0.02853149653189191,-0.0032994599547487846,0.03701325444463355,-0.04144245146655101,-0.0391112959122758,-0.050545859893939116,-0.054221673547290905,-0.0515670627401984,0.03398562171569308,-0.036538200463506976,-0.07192338319826785,-0.03284542946267466
350,1,1,0.05343771127595098,-0.0478583582198715,0.03344252565089145,-0.016037979813272152,-0.06452649888724993,-0.04438563728741751,-0.020793757149712322,-0.003943445421086711,-0.029772186638693632,-0.0007643064822560053,0.006733012099832569,-0.06312338458930244,-0.006191487514044636,0.12307562320377752,-0.033578555000559174,-0.01122160948048223,-0.0275576835364999,-0.0123372878184973,-0.10805246133558855,0.003004649592035724,-0.0006796592869119378,0.06441426973359232,-0.024882981163230622,0.023208286721693838,-0.026928019397157832
375,1,2,-0.008783595930683341,-0.04438152338476109,-0.04120971934565165,-0.042685049665293295,0.013245162881369676,-0.021493997789417407,-0.004744164998222167,0.22833217117822224,0.11781278122430527,-0.056811185127415564,-0.0736175892512656,-0.06968097749416802,-0.039724902744107116,-0.009269410618210627,-0.04814649797725967,0.041685592856079534,-0.04459983917851096,0.05786111530991911,0.058706436265574036,-0.011550429505367887,0.01915800552556446,0.06921513275798552,-0.02856723762914537,-0.03513718889318407,-0.0070383145317806095
400,1,1,0.0006056937588088118,0.032727212752187596,-0.023672243692507866,-0.018637342121406775,-0.00208508911709282,0.028120531570309693,0.016411745435312985,-0.01588634744750339,0.00784407230266071,-0.020031303905597708,0.04376642451228685,-0.022511261845842068,0.0042348280192952,-0.0030569639488453593,0.0010144092250554682,-0.00472212376951342,0.0064143122753395065,0.008472029735660191,-0.012238676511215796,0.0034555123402284504,0.042536480059511605,-0.028252600962795693,-0.01863252943839655,-0.042027176900319096,0.02074090825312669
425,1,4,0.007182680516537365,0.028505819078582073,0.005031666142922164,0.004386751180814885,0.026767710359814734,0.022545592429576544,0.06604388206259926,0.06198241094254775,-0.006184805134384019,0.014526282470720409,-0.0032775824006224807,-0.007828136644199013,0.14643645031716268,0.06202760603014035,-0.019137608060982858,0.0268444328559605,-0.009102087659977665,0.030263283216471093,0.031750765345883725,0.032728073183317274,-0.006305997442588529,-0.040190317891885874,-0.05274236040078484,-0.03579418807275403,-0.07667521191965887
450,9,14,-0.003555099285338481,-0.014835277774889355,0.08078842296992095,-0.007347786010160839,-0.038696592339994895,-0.004244450564504287,-0.04529194628355393,-0.011083448824166675,-0.03489546391550402,-0.05197925056220387,-0.015574667255080166,0.10287877396155332,0.06017278749967425,-0.007406182912905068,-0.04935073241326127,0.03680515076290791,-0.020049316215674295,-0.04119679168109669,-0.05363666896321995,-0.01847698908045603,0.049909114880209104,-0.009264898342100092,-0.002864428665735219,-0.0014977766241665025,-0.022792140319125687
475,1,4,-0.008345113818709393,-0.01177003498841267,0.12072152187859198,-0.021397277426116634,-0.0168873376284131,-0.008876587234925015,-0.02991554412163011,0.006797559588335833,0.010349896765975863,-0.00824175925891757,0.010147481833015615,-0.035522307780274875,-0.03298103450532375,-0.07351532670049721,0.019183596727269547,0.04290140030607881,0.046520261919671846,-0.007631962595419983,0.11983693609398705,-0.009076789137389296,0.0069750523384233265,0.050660485638467145,0.14116376865654856,-0.01231664363730689,-0.018999363726914353
