window,ppo,rsi,Date_to_use_on,Pct_Change_Vol_1,Pct_Change_Vol_2,Pct_Change_Vol_3,Pct_Change_Vol_4,Pct_Change_Vol_5,Pct_Change_Vol_6,Pct_Change_Vol_7,Pct_Change_Vol_8,Pct_Change_Vol_9,Pct_Change_Vol_10,Pct_Change_Vol_11,Pct_Change_Vol_12,Pct_Change_Vol_13,Pct_Change_Vol_14,Pct_Change_Vol_15,Pct_Change_Vol_16,Pct_Change_Vol_17,Pct_Change_Vol_18,Pct_Change_Vol_19,Pct_Change_Vol_20,Pct_Change_Vol_21,Pct_Change_Vol_22,Pct_Change_Vol_23,Pct_Change_Vol_24,Pct_Change_Vol_25
0,1,1,2001-07-17,-0.006002677504079124,0.001772976588431563,-0.006887529830274519,0.07559341209738846,0.09728742648631017,-0.019606374621608413,0.08399147634349591,0.02436324092408304,0.0348757930362138,-0.06964817475175855,-0.034447935225076165,-0.012889099203576837,-0.04538180105648415,0.015576026355309969,-0.06309395265096895,-0.05497291959439299,-0.1119375440058713,-0.07510869429226208,0.061174620426962534,0.053508716392042244,-0.005873641652939909,0.100503140675815,0.05305628255919692,-0.07981389849354492,-0.09271028668251224
25,1,1,2001-08-21,-0.042100035972415295,0.02012610167301432,-0.030050700737194624,-0.06008656819730307,-0.004137258869090665,0.06889057708201385,0.019621853401805556,0.03225473816971136,-0.0495519353273125,-0.08965762481509232,0.08018481308452086,0.012364604199960993,-0.02285505165445334,0.0022898294398250307,-0.029863130225268986,0.05212943185039243,0.1598555397678303,0.2119104506853593,0.09682042915498079,-0.011678872314184185,-0.08560881107915319,-0.02164625865387204,0.06297914553202455,0.03098254578058879,-0.04883917955164263
50,1,3,2001-10-02,0.058703940624269535,0.14259938316180953,-0.050699443895764196,-0.020115960444572867,-0.027885302086270713,-0.012957512213570666,0.004908759985497557,0.1357007673152646,0.0101616621837477,0.22737024507835701,0.09939697770709888,0.03868411153663498,0.17685772060651317,0.08017073031078481,0.17477648635106124,-0.009810793125359929,0.0589161735300745,0.05136318967196285,0.08641076648297141,-0.013514756868083566,-0.022962598778494492,-0.08095601281522402,-0.06178894095747456,0.019975713808974005,-0.03905970326152941
75,1,1,2001-11-06,-0.04888979592136233,0.02252981296890577,0.028501737467640398,0.021005745429080402,-0.052581531086349886,-0.09607513045705152,0.016117562958529286,0.2049465600113245,-0.021119351193664704,-0.07584252338522146,-0.054452613785227366,0.1791408937696639,-0.09726105800104445,-0.07684828339853667,-0.06267970575977866,-0.05718153115736302,-0.07693638923973911,-0.04246649814249581,-0.04171706771621164,-0.05607864966151088,-0.014505093874574215,0.010043127998766277,-0.01748737937438194,-0.06164040751955191,-0.06946138142480918
100,1,1,2001-12-12,-0.029668987553710835,-0.032362908544720015,0.014096911741685814,-0.039101956660963944,0.025877897162048358,0.017243454612985376,-0.03803941001396849,-9.00815311117853e-05,0.017526637198139294,-0.03457537781535336,-0.0073488546094263585,-0.010464378213862036,-0.11451141221179184,-0.039434964393751604,0.11249628924350841,-0.0013366674293262548,-0.03014441152845615,0.013922433296505554,-0.06766741988516245,-0.0178611025892238,0.001602448062695938,0.03448298862588728,0.04805943634678189,-0.04036416883261784,0.016300917684629823
125,1,1,2002-01-18,0.0020244034925958054,-0.005483108460473063,0.028499013626685388,-0.035386379049205496,-0.07516359517954285,-0.030892425261519918,-0.02642626048569474,0.01700919877634477,-0.13264077386806483,-0.05789103403322604,-0.02494352000418787,-0.05374040870352892,-0.02501082632842455,0.06636180651217427,-0.04739511172418276,0.020651347829768962,0.031783060173881994,0.210594697795351,0.060684684461187466,0.0021129743491088426,-0.014682985010058713,0.04439717020307765,0.00906104795331153,0.12575304618614935,0.014296619169511082
150,1,1,2002-02-26,0.009701267889456133,-0.06215778532756655,0.030194616657151396,0.03849236172616699,-0.001871805718435926,-0.07344638592759278,0.08172304419963283,0.13205973021230744,0.009328653838408085,-0.004229906731062827,0.1315191058416758,0.05546490598965503,-0.0027746443711430535,-0.05174368349770353,0.0057409296714403535,-0.07526523959995379,-0.10130719253820597,-0.007807834939614344,0.12887288983182232,-0.004441645211908818,-0.008564002786829561,0.12915343865314344,0.22472994863188922,0.08123245038920701,0.08168526298661649
175,1,1,2002-04-03,0.1567550850997601,0.012255692687920927,-0.044373863087842746,0.027132420311655858,0.020077840411252934,0.06883366838558702,-0.005271268040920041,-0.00283322601206748,-0.029708514006284603,-0.0642259311536727,0.01350235832538682,0.05407123373259237,-0.04443867017881742,0.05490231241254051,-0.05643461914556913,0.05737862527154092,-0.0460129946208625,0.06260550051679581,-0.0626523688084828,-0.029752139108070286,-0.05388114695340951,-0.017178600840307756,-0.05857223431526937,0.0038815311239959183,-0.0761371897788502
200,3,13,2002-05-08,0.05586176453377045,0.07764052687873124,0.025625070093725277,-0.05306234832318868,0.03720077680960032,0.022975831263821744,-0.05295955625250637,-0.011465743027376463,-0.028133045125363076,-0.08845120311452948,-0.0844093659525329,0.021711934346372086,-0.08522681508597929,-0.030209154065073407,-0.012851128260825795,-0.05776148984135676,0.024922114577080823,-0.005799088481259651,0.007250383342865874,-0.02135855856561608,0.15354990044505157,-0.0760280815271066,-0.00025108306856858054,0.002174644048564822,0.029185403568667168
225,1,1,2002-06-13,0.0025396043126224566,-0.037415731580372924,0.002970165830417981,-0.017166316061863363,-0.0020247536703242863,-0.02818871717210303,-0.07078447952179734,-0.06648379416137873,-0.037652701733500105,-0.060973404174166856,-0.03258147095802577,-0.03749028703724966,-0.06027035663696523,-0.022802552684658695,-0.006226045829764826,0.12375916606944926,0.06968023297635328,0.09196993334872117,0.07114177989703285,-0.013163411699001815,0.031484749465777284,0.06423112110052376,-0.02143783126447285,-0.004958063022017067,0.017127003612941172
