,Date,pos_k,neg_k,pos_k_hl,neg_k_hl
2508,2011-04-12,,,,
2509,2011-04-13,,,,
2510,2011-04-14,,,,
2511,2011-04-15,,,,
2512,2011-04-18,,,,
2513,2011-04-19,,,,
2514,2011-04-20,,,,
2515,2011-04-21,,,,
2516,2011-04-25,,,,
2517,2011-04-26,,,,
2518,2011-04-27,,,,
2519,2011-04-28,1.0,,1.0,
2520,2011-04-29,1.0,,1.0,
2521,2011-05-02,1.0,,1.0,
2522,2011-05-03,1.0,,1.0,
2523,2011-05-04,1.0,,1.0,
2524,2011-05-05,1.0,,1.0,
2525,2011-05-06,1.0,,1.0,
2526,2011-05-09,0.9,,0.8705505632961241,
2527,2011-05-10,0.8,,0.757858283255199,
2528,2011-05-11,0.7,,0.6597539553864471,
2529,2011-05-12,0.6,,0.5743491774985174,
2530,2011-05-13,1.0,,1.0,
2531,2011-05-16,1.0,,1.0,
2532,2011-05-17,1.0,,1.0,
2533,2011-05-18,1.0,,1.0,
2534,2011-05-19,1.0,,1.0,
2535,2011-05-20,1.0,,1.0,
2536,2011-05-23,1.0,,1.0,
2537,2011-05-24,1.0,,1.0,
2538,2011-05-25,1.0,,1.0,
2539,2011-05-26,1.0,,1.0,
2540,2011-05-27,1.0,,1.0,
2541,2011-05-31,1.0,,1.0,
2542,2011-06-01,1.0,,1.0,
2543,2011-06-02,1.0,,1.0,
2544,2011-06-03,1.0,,1.0,
2545,2011-06-06,0.9,,0.8705505632961241,
2546,2011-06-07,0.8,,0.757858283255199,
2547,2011-06-08,0.7,,0.6597539553864471,
2548,2011-06-09,0.6,,0.5743491774985174,
2549,2011-06-10,0.5,,0.5,
2550,2011-06-13,0.4,,0.43527528164806206,
2551,2011-06-14,0.3,,0.37892914162759955,
2552,2011-06-15,0.2,,0.32987697769322355,
2553,2011-06-16,0.1,,0.2871745887492587,
2554,2011-06-17,,,0.25,
2555,2011-06-20,,,0.217637640824031,
2556,2011-06-21,,,0.18946457081379978,
2557,2011-06-22,,,0.16493848884661177,
2558,2011-06-23,,,0.1435872943746294,
2559,2011-06-24,,,0.125,
2560,2011-06-27,,,0.1088188204120155,
2561,2011-06-28,,,0.0,
2562,2011-06-29,,,,
2563,2011-06-30,,,,
2564,2011-07-01,,,,
2565,2011-07-05,,,,
2566,2011-07-06,,,,
2567,2011-07-07,,,,
2568,2011-07-08,,,,
2569,2011-07-11,,,,
2570,2011-07-12,,,,
2571,2011-07-13,,,,
2572,2011-07-14,,,,
2573,2011-07-15,,,,
2574,2011-07-18,,,,
2575,2011-07-19,,,,
2576,2011-07-20,,,,
2577,2011-07-21,,,,
2578,2011-07-22,,,,
2579,2011-07-25,,,,
2580,2011-07-26,,,,
2581,2011-07-27,,,,
2582,2011-07-28,,,,
2583,2011-07-29,,,,
2584,2011-08-01,,,,
2585,2011-08-02,,,,
2586,2011-08-03,,,,
2587,2011-08-04,,,,
2588,2011-08-05,,,,
2589,2011-08-08,,,,
2590,2011-08-09,,,,
2591,2011-08-10,,,,
2592,2011-08-11,1.0,,1.0,
2593,2011-08-12,0.9,,0.8705505632961241,
2594,2011-08-15,0.8,,0.757858283255199,
2595,2011-08-16,0.7,,0.6597539553864471,
2596,2011-08-17,0.6,,0.5743491774985174,
2597,2011-08-18,0.5,,0.5,
2598,2011-08-19,0.4,,0.43527528164806206,
2599,2011-08-22,1.0,,1.0,
2600,2011-08-23,1.0,,1.0,
2601,2011-08-24,1.0,,1.0,
2602,2011-08-25,0.9,,0.8705505632961241,
2603,2011-08-26,0.8,,0.757858283255199,
2604,2011-08-29,0.7,,0.6597539553864471,
2605,2011-08-30,0.6,,0.5743491774985174,
2606,2011-08-31,0.5,,0.5,
2607,2011-09-01,0.4,,0.43527528164806206,
2608,2011-09-02,0.3,,0.37892914162759955,
2609,2011-09-06,0.2,,0.32987697769322355,
2610,2011-09-07,0.1,,0.2871745887492587,
2611,2011-09-08,,,0.25,
2612,2011-09-09,,,0.217637640824031,
2613,2011-09-12,,,0.18946457081379978,
2614,2011-09-13,,,0.16493848884661177,
2615,2011-09-14,,,0.1435872943746294,
2616,2011-09-15,,,0.125,
2617,2011-09-16,,,0.1088188204120155,
2618,2011-09-19,,,0.0,
2619,2011-09-20,,,,
2620,2011-09-21,,,,
2621,2011-09-22,1.0,,1.0,
2622,2011-09-23,1.0,,1.0,
2623,2011-09-26,0.9,,0.8705505632961241,
2624,2011-09-27,0.8,,0.757858283255199,
2625,2011-09-28,0.7,,0.6597539553864471,
2626,2011-09-29,0.6,,0.5743491774985174,
2627,2011-09-30,0.5,,0.5,
2628,2011-10-03,0.4,,0.43527528164806206,
2629,2011-10-04,0.3,,0.37892914162759955,
2630,2011-10-05,0.2,,0.32987697769322355,
2631,2011-10-06,0.1,,0.2871745887492587,
2632,2011-10-07,,,0.25,
2633,2011-10-10,,,0.217637640824031,
2634,2011-10-11,,,0.18946457081379978,
2635,2011-10-12,,,0.16493848884661177,
2636,2011-10-13,,,0.1435872943746294,
2637,2011-10-14,,,0.125,
2638,2011-10-17,,,0.1088188204120155,
2639,2011-10-18,,,0.0,
2640,2011-10-19,,,,
2641,2011-10-20,,,,
2642,2011-10-21,,,,
2643,2011-10-24,,,,
2644,2011-10-25,,,,
2645,2011-10-26,,,,
2646,2011-10-27,,,,
2647,2011-10-28,,1.0,,1.0
2648,2011-10-31,,1.0,,1.0
2649,2011-11-01,,0.9,,0.8705505632961241
2650,2011-11-02,,0.8,,0.757858283255199
2651,2011-11-03,,0.7,,0.6597539553864471
2652,2011-11-04,,0.6,,0.5743491774985174
2653,2011-11-07,,0.5,,0.5
2654,2011-11-08,,0.4,,0.43527528164806206
2655,2011-11-09,,0.3,,0.37892914162759955
2656,2011-11-10,,0.2,,0.32987697769322355
2657,2011-11-11,,0.1,,0.2871745887492587
2658,2011-11-14,,,,0.25
2659,2011-11-15,,,,0.217637640824031
2660,2011-11-16,,,,0.18946457081379978
2661,2011-11-17,1.0,,1.0,0.16493848884661177
2662,2011-11-18,1.0,,1.0,0.1435872943746294
2663,2011-11-21,1.0,,1.0,0.125
2664,2011-11-22,0.9,,0.8705505632961241,0.1088188204120155
2665,2011-11-23,1.0,,1.0,0.0
2666,2011-11-25,1.0,,1.0,
2667,2011-11-28,1.0,,1.0,
2668,2011-11-29,1.0,,1.0,
2669,2011-11-30,1.0,,1.0,
2670,2011-12-01,0.9,,0.8705505632961241,
2671,2011-12-02,0.8,,0.757858283255199,
2672,2011-12-05,0.7,,0.6597539553864471,
2673,2011-12-06,0.6,,0.5743491774985174,
2674,2011-12-07,0.5,,0.5,
2675,2011-12-08,0.4,,0.43527528164806206,
2676,2011-12-09,0.3,,0.37892914162759955,
2677,2011-12-12,0.2,,0.32987697769322355,
2678,2011-12-13,0.1,,0.2871745887492587,
2679,2011-12-14,,,0.25,
2680,2011-12-15,,,0.217637640824031,
2681,2011-12-16,,,0.18946457081379978,
2682,2011-12-19,,,0.16493848884661177,
2683,2011-12-20,,,0.1435872943746294,
2684,2011-12-21,,,0.125,
2685,2011-12-22,,,0.1088188204120155,
2686,2011-12-23,,,0.0,
2687,2011-12-27,,,,
2688,2011-12-28,,,,
2689,2011-12-29,1.0,,1.0,
2690,2011-12-30,0.9,,0.8705505632961241,
2691,2012-01-03,0.8,,0.757858283255199,
2692,2012-01-04,0.7,,0.6597539553864471,
2693,2012-01-05,0.6,,0.5743491774985174,
2694,2012-01-06,0.5,,0.5,
2695,2012-01-09,0.4,,0.43527528164806206,
2696,2012-01-10,0.3,,0.37892914162759955,
2697,2012-01-11,0.2,1.0,0.32987697769322355,1.0
2698,2012-01-12,0.1,0.9,0.2871745887492587,0.8705505632961241
2699,2012-01-13,,0.8,0.25,0.757858283255199
2700,2012-01-17,,0.7,0.217637640824031,0.6597539553864471
2701,2012-01-18,,0.6,0.18946457081379978,0.5743491774985174
2702,2012-01-19,,1.0,0.16493848884661177,1.0
2703,2012-01-20,,1.0,0.1435872943746294,1.0
2704,2012-01-23,,1.0,0.125,1.0
2705,2012-01-24,,1.0,0.1088188204120155,1.0
2706,2012-01-25,,1.0,0.0,1.0
2707,2012-01-26,,1.0,,1.0
2708,2012-01-27,,1.0,,1.0
2709,2012-01-30,,1.0,,1.0
2710,2012-01-31,,1.0,,1.0
2711,2012-02-01,,1.0,,1.0
2712,2012-02-02,,1.0,,1.0
2713,2012-02-03,,1.0,,1.0
2714,2012-02-06,,1.0,,1.0
2715,2012-02-07,,1.0,,1.0
2716,2012-02-08,,1.0,,1.0
2717,2012-02-09,,1.0,,1.0
2718,2012-02-10,,1.0,,1.0
2719,2012-02-13,,0.9,,0.8705505632961241
2720,2012-02-14,,0.8,,0.757858283255199
2721,2012-02-15,,0.7,,0.6597539553864471
2722,2012-02-16,,0.6,,0.5743491774985174
2723,2012-02-17,,0.5,,0.5
2724,2012-02-21,,0.4,,0.43527528164806206
2725,2012-02-22,,0.3,,0.37892914162759955
2726,2012-02-23,,0.2,,0.32987697769322355
2727,2012-02-24,,0.1,,0.2871745887492587
2728,2012-02-27,,,,0.25
2729,2012-02-28,,,,0.217637640824031
2730,2012-02-29,,,,0.18946457081379978
2731,2012-03-01,,,,0.16493848884661177
2732,2012-03-02,,,,0.1435872943746294
2733,2012-03-05,,,,0.125
2734,2012-03-06,,,,0.1088188204120155
2735,2012-03-07,,,,0.0
2736,2012-03-08,,,,
2737,2012-03-09,,,,
2738,2012-03-12,,,,
2739,2012-03-13,,,,
2740,2012-03-14,,,,
2741,2012-03-15,,,,
2742,2012-03-16,,,,
2743,2012-03-19,,,,
2744,2012-03-20,,,,
2745,2012-03-21,,,,
2746,2012-03-22,,,,
2747,2012-03-23,,,,
2748,2012-03-26,,,,
2749,2012-03-27,,1.0,,1.0
2750,2012-03-28,,0.9,,0.8705505632961241
2751,2012-03-29,,0.8,,0.757858283255199
2752,2012-03-30,,0.7,,0.6597539553864471
2753,2012-04-02,,0.6,,0.5743491774985174
2754,2012-04-03,,0.5,,0.5
2755,2012-04-04,,0.4,,0.43527528164806206
2756,2012-04-05,,0.3,,0.37892914162759955
2757,2012-04-09,,0.2,,0.32987697769322355
2758,2012-04-10,,0.1,,0.2871745887492587
2759,2012-04-11,1.0,,1.0,0.25
2760,2012-04-12,1.0,,1.0,0.217637640824031
2761,2012-04-13,0.9,,0.8705505632961241,0.18946457081379978
2762,2012-04-16,0.8,,0.757858283255199,0.16493848884661177
2763,2012-04-17,0.7,,0.6597539553864471,0.1435872943746294
2764,2012-04-18,0.6,,0.5743491774985174,0.125
2765,2012-04-19,0.5,,0.5,0.1088188204120155
2766,2012-04-20,0.4,,0.43527528164806206,0.0
2767,2012-04-23,1.0,,1.0,
2768,2012-04-24,1.0,,1.0,
2769,2012-04-25,0.9,,0.8705505632961241,
2770,2012-04-26,0.8,,0.757858283255199,
2771,2012-04-27,0.7,,0.6597539553864471,
2772,2012-04-30,0.6,,0.5743491774985174,
2773,2012-05-01,0.5,,0.5,
2774,2012-05-02,0.4,,0.43527528164806206,
2775,2012-05-03,0.3,,0.37892914162759955,
2776,2012-05-04,0.2,,0.32987697769322355,
2777,2012-05-07,1.0,,1.0,
2778,2012-05-08,1.0,,1.0,
2779,2012-05-09,0.9,,0.8705505632961241,
2780,2012-05-10,0.8,,0.757858283255199,
2781,2012-05-11,0.7,,0.6597539553864471,
2782,2012-05-14,1.0,,1.0,
2783,2012-05-15,1.0,,1.0,
2784,2012-05-16,1.0,,1.0,
2785,2012-05-17,1.0,,1.0,
2786,2012-05-18,1.0,,1.0,
2787,2012-05-21,1.0,,1.0,
2788,2012-05-22,1.0,,1.0,
2789,2012-05-23,1.0,,1.0,
2790,2012-05-24,1.0,,1.0,
2791,2012-05-25,1.0,,1.0,
2792,2012-05-29,1.0,,1.0,
2793,2012-05-30,1.0,,1.0,
2794,2012-05-31,1.0,,1.0,
2795,2012-06-01,1.0,,1.0,
2796,2012-06-04,1.0,,1.0,
2797,2012-06-05,1.0,,1.0,
2798,2012-06-06,0.9,,0.8705505632961241,
2799,2012-06-07,0.8,,0.757858283255199,
2800,2012-06-08,0.7,,0.6597539553864471,
2801,2012-06-11,0.6,,0.5743491774985174,
2802,2012-06-12,0.5,,0.5,
2803,2012-06-13,0.4,,0.43527528164806206,
2804,2012-06-14,0.3,,0.37892914162759955,
2805,2012-06-15,0.2,,0.32987697769322355,
2806,2012-06-18,0.1,,0.2871745887492587,
2807,2012-06-19,,,0.25,
2808,2012-06-20,,,0.217637640824031,
2809,2012-06-21,,,0.18946457081379978,
2810,2012-06-22,,,0.16493848884661177,
2811,2012-06-25,,,0.1435872943746294,
2812,2012-06-26,,,0.125,
2813,2012-06-27,,,0.1088188204120155,
2814,2012-06-28,,,0.0,
2815,2012-06-29,,,,
2816,2012-07-02,,,,
2817,2012-07-03,,,,
2818,2012-07-05,,,,
2819,2012-07-06,,,,
2820,2012-07-09,,,,
2821,2012-07-10,,,,
2822,2012-07-11,,,,
2823,2012-07-12,,,,
2824,2012-07-13,,,,
2825,2012-07-16,,,,
2826,2012-07-17,,,,
2827,2012-07-18,,,,
2828,2012-07-19,,,,
2829,2012-07-20,,,,
2830,2012-07-23,,,,
2831,2012-07-24,,,,
2832,2012-07-25,,,,
2833,2012-07-26,,,,
2834,2012-07-27,,,,
2835,2012-07-30,,,,
2836,2012-07-31,,,,
2837,2012-08-01,,,,
2838,2012-08-02,,,,
2839,2012-08-03,,,,
2840,2012-08-06,,,,
2841,2012-08-07,,,,
2842,2012-08-08,,,,
2843,2012-08-09,,,,
2844,2012-08-10,,1.0,,1.0
2845,2012-08-13,,1.0,,1.0
2846,2012-08-14,,1.0,,1.0
2847,2012-08-15,,0.9,,0.8705505632961241
2848,2012-08-16,,0.8,,0.757858283255199
2849,2012-08-17,,0.7,,0.6597539553864471
2850,2012-08-20,,0.6,,0.5743491774985174
2851,2012-08-21,,0.5,,0.5
2852,2012-08-22,,1.0,,1.0
2853,2012-08-23,,1.0,,1.0
2854,2012-08-24,,0.9,,0.8705505632961241
2855,2012-08-27,,0.8,,0.757858283255199
2856,2012-08-28,,0.7,,0.6597539553864471
2857,2012-08-29,,0.6,,0.5743491774985174
2858,2012-08-30,,0.5,,0.5
2859,2012-08-31,,0.4,,0.43527528164806206
2860,2012-09-04,,0.3,,0.37892914162759955
2861,2012-09-05,,1.0,,1.0
2862,2012-09-06,,1.0,,1.0
2863,2012-09-07,,1.0,,1.0
2864,2012-09-10,,1.0,,1.0
2865,2012-09-11,,1.0,,1.0
2866,2012-09-12,,1.0,,1.0
2867,2012-09-13,,1.0,,1.0
2868,2012-09-14,,1.0,,1.0
2869,2012-09-17,,1.0,,1.0
2870,2012-09-18,,1.0,,1.0
2871,2012-09-19,,1.0,,1.0
2872,2012-09-20,,1.0,,1.0
2873,2012-09-21,,1.0,,1.0
2874,2012-09-24,,1.0,,1.0
2875,2012-09-25,,1.0,,1.0
2876,2012-09-26,,0.9,,0.8705505632961241
2877,2012-09-27,,0.8,,0.757858283255199
2878,2012-09-28,,0.7,,0.6597539553864471
2879,2012-10-01,,0.6,,0.5743491774985174
2880,2012-10-02,,0.5,,0.5
2881,2012-10-03,,0.4,,0.43527528164806206
2882,2012-10-04,,0.3,,0.37892914162759955
2883,2012-10-05,,0.2,,0.32987697769322355
2884,2012-10-08,,0.1,,0.2871745887492587
2885,2012-10-09,,,,0.25
2886,2012-10-10,,,,0.217637640824031
2887,2012-10-11,,,,0.18946457081379978
2888,2012-10-12,,,,0.16493848884661177
2889,2012-10-15,,,,0.1435872943746294
2890,2012-10-16,,1.0,,1.0
2891,2012-10-17,,1.0,,1.0
2892,2012-10-18,,1.0,,1.0
2893,2012-10-19,,1.0,,1.0
2894,2012-10-22,,0.9,,0.8705505632961241
2895,2012-10-23,,0.8,,0.757858283255199
2896,2012-10-24,,0.7,,0.6597539553864471
2897,2012-10-25,,0.6,,0.5743491774985174
2898,2012-10-26,,0.5,,0.5
2899,2012-10-31,,0.4,,0.43527528164806206
2900,2012-11-01,,0.3,,0.37892914162759955
2901,2012-11-02,,0.2,,0.32987697769322355
2902,2012-11-05,,0.1,,0.2871745887492587
2903,2012-11-06,,,,0.25
2904,2012-11-07,,,,0.217637640824031
2905,2012-11-08,,,,0.18946457081379978
2906,2012-11-09,,,,0.16493848884661177
2907,2012-11-12,,,,0.1435872943746294
2908,2012-11-13,,,,0.125
2909,2012-11-14,,,,0.1088188204120155
2910,2012-11-15,,,,0.0
2911,2012-11-16,,,,
2912,2012-11-19,,,,
2913,2012-11-20,,,,
2914,2012-11-21,,,,
2915,2012-11-23,,,,
2916,2012-11-26,,,,
2917,2012-11-27,,,,
2918,2012-11-28,,,,
2919,2012-11-29,,,,
2920,2012-11-30,,,,
2921,2012-12-03,,,,
2922,2012-12-04,,,,
2923,2012-12-05,,,,
2924,2012-12-06,,,,
2925,2012-12-07,,,,
2926,2012-12-10,,,,
2927,2012-12-11,,,,
2928,2012-12-12,,,,
2929,2012-12-13,,,,
2930,2012-12-14,,,,
2931,2012-12-17,,,,
2932,2012-12-18,,,,
2933,2012-12-19,,1.0,,1.0
2934,2012-12-20,,1.0,,1.0
2935,2012-12-21,,1.0,,1.0
2936,2012-12-24,,1.0,,1.0
2937,2012-12-26,,1.0,,1.0
2938,2012-12-27,,1.0,,1.0
2939,2012-12-28,,1.0,,1.0
2940,2012-12-31,,1.0,,1.0
2941,2013-01-02,,1.0,,1.0
2942,2013-01-03,,1.0,,1.0
2943,2013-01-04,,1.0,,1.0
2944,2013-01-07,,1.0,,1.0
2945,2013-01-08,,1.0,,1.0
2946,2013-01-09,,1.0,,1.0
2947,2013-01-10,,0.9,,0.8705505632961241
2948,2013-01-11,,1.0,,1.0
2949,2013-01-14,,0.9,,0.8705505632961241
2950,2013-01-15,,0.8,,0.757858283255199
2951,2013-01-16,,1.0,,1.0
2952,2013-01-17,,1.0,,1.0
2953,2013-01-18,,1.0,,1.0
2954,2013-01-22,,1.0,,1.0
2955,2013-01-23,,1.0,,1.0
2956,2013-01-24,,1.0,,1.0
2957,2013-01-25,,1.0,,1.0
2958,2013-01-28,,1.0,,1.0
2959,2013-01-29,,1.0,,1.0
2960,2013-01-30,,1.0,,1.0
2961,2013-01-31,,1.0,,1.0
2962,2013-02-01,,1.0,,1.0
2963,2013-02-04,,1.0,,1.0
2964,2013-02-05,,1.0,,1.0
2965,2013-02-06,,1.0,,1.0
2966,2013-02-07,,1.0,,1.0
2967,2013-02-08,,1.0,,1.0
2968,2013-02-11,,1.0,,1.0
2969,2013-02-12,,0.9,,0.8705505632961241
2970,2013-02-13,,1.0,,1.0
2971,2013-02-14,,1.0,,1.0
2972,2013-02-15,,1.0,,1.0
2973,2013-02-19,,1.0,,1.0
2974,2013-02-20,,1.0,,1.0
2975,2013-02-21,,0.9,,0.8705505632961241
2976,2013-02-22,,0.8,,0.757858283255199
2977,2013-02-25,,0.7,,0.6597539553864471
2978,2013-02-26,,0.6,,0.5743491774985174
2979,2013-02-27,,0.5,,0.5
2980,2013-02-28,,0.4,,0.43527528164806206
2981,2013-03-01,,0.3,,0.37892914162759955
2982,2013-03-04,,0.2,,0.32987697769322355
2983,2013-03-05,,0.1,,0.2871745887492587
2984,2013-03-06,,,,0.25
2985,2013-03-07,,,,0.217637640824031
2986,2013-03-08,,,,0.18946457081379978
2987,2013-03-11,,,,0.16493848884661177
2988,2013-03-12,,,,0.1435872943746294
2989,2013-03-13,,,,0.125
2990,2013-03-14,,,,0.1088188204120155
2991,2013-03-15,,,,0.0
2992,2013-03-18,,,,
2993,2013-03-19,,,,
2994,2013-03-20,,,,
2995,2013-03-21,,,,
2996,2013-03-22,,,,
2997,2013-03-25,,,,
2998,2013-03-26,,,,
2999,2013-03-27,,,,
3000,2013-03-28,,,,
3001,2013-04-01,,,,
3002,2013-04-02,,,,
3003,2013-04-03,,,,
3004,2013-04-04,,,,
3005,2013-04-05,1.0,,1.0,
3006,2013-04-08,1.0,,1.0,
3007,2013-04-09,0.9,,0.8705505632961241,
3008,2013-04-10,0.8,,0.757858283255199,
3009,2013-04-11,0.7,,0.6597539553864471,
3010,2013-04-12,0.6,,0.5743491774985174,
3011,2013-04-15,0.5,,0.5,
3012,2013-04-16,0.4,,0.43527528164806206,
3013,2013-04-17,0.3,,0.37892914162759955,
3014,2013-04-18,0.2,,0.32987697769322355,
3015,2013-04-19,0.1,,0.2871745887492587,
3016,2013-04-22,,,0.25,
3017,2013-04-23,,,0.217637640824031,
3018,2013-04-24,,,0.18946457081379978,
3019,2013-04-25,,,0.16493848884661177,
3020,2013-04-26,,,0.1435872943746294,
3021,2013-04-29,,,0.125,
3022,2013-04-30,,,0.1088188204120155,
3023,2013-05-01,,,0.0,
3024,2013-05-02,,,,
3025,2013-05-03,,,,
3026,2013-05-06,,,,
3027,2013-05-07,,,,
3028,2013-05-08,,1.0,,1.0
3029,2013-05-09,,1.0,,1.0
3030,2013-05-10,,1.0,,1.0
3031,2013-05-13,,1.0,,1.0
3032,2013-05-14,,0.9,,0.8705505632961241
3033,2013-05-15,,1.0,,1.0
3034,2013-05-16,,1.0,,1.0
3035,2013-05-17,,1.0,,1.0
3036,2013-05-20,,1.0,,1.0
3037,2013-05-21,,1.0,,1.0
3038,2013-05-22,,1.0,,1.0
3039,2013-05-23,,1.0,,1.0
3040,2013-05-24,,1.0,,1.0
3041,2013-05-28,,1.0,,1.0
3042,2013-05-29,,1.0,,1.0
3043,2013-05-30,,1.0,,1.0
3044,2013-05-31,,1.0,,1.0
3045,2013-06-03,,1.0,,1.0
3046,2013-06-04,,1.0,,1.0
3047,2013-06-05,,0.9,,0.8705505632961241
3048,2013-06-06,,0.8,,0.757858283255199
3049,2013-06-07,,0.7,,0.6597539553864471
3050,2013-06-10,,0.6,,0.5743491774985174
3051,2013-06-11,,0.5,,0.5
3052,2013-06-12,,0.4,,0.43527528164806206
3053,2013-06-13,,0.3,,0.37892914162759955
3054,2013-06-14,,0.2,,0.32987697769322355
3055,2013-06-17,,0.1,,0.2871745887492587
3056,2013-06-18,,,,0.25
3057,2013-06-19,,,,0.217637640824031
3058,2013-06-20,,,,0.18946457081379978
3059,2013-06-21,,,,0.16493848884661177
3060,2013-06-24,,,,0.1435872943746294
3061,2013-06-25,,,,0.125
3062,2013-06-26,,,,0.1088188204120155
3063,2013-06-27,,,,0.0
3064,2013-06-28,,,,
3065,2013-07-01,1.0,,1.0,
3066,2013-07-02,0.9,,0.8705505632961241,
3067,2013-07-03,0.8,,0.757858283255199,
3068,2013-07-05,1.0,,1.0,
3069,2013-07-08,0.9,,0.8705505632961241,
3070,2013-07-09,0.8,,0.757858283255199,
3071,2013-07-10,0.7,,0.6597539553864471,
3072,2013-07-11,0.6,,0.5743491774985174,
3073,2013-07-12,0.5,,0.5,
3074,2013-07-15,0.4,,0.43527528164806206,
3075,2013-07-16,0.3,1.0,0.37892914162759955,1.0
3076,2013-07-17,0.2,0.9,0.32987697769322355,0.8705505632961241
3077,2013-07-18,0.1,0.8,0.2871745887492587,0.757858283255199
3078,2013-07-19,,1.0,0.25,1.0
3079,2013-07-22,,1.0,0.217637640824031,1.0
3080,2013-07-23,,1.0,0.18946457081379978,1.0
3081,2013-07-24,,1.0,0.16493848884661177,1.0
3082,2013-07-25,,1.0,0.1435872943746294,1.0
3083,2013-07-26,,1.0,0.125,1.0
3084,2013-07-29,,1.0,0.1088188204120155,1.0
3085,2013-07-30,,0.9,0.0,0.8705505632961241
3086,2013-07-31,,0.8,,0.757858283255199
3087,2013-08-01,,0.7,,0.6597539553864471
3088,2013-08-02,,0.6,,0.5743491774985174
3089,2013-08-05,,0.5,,0.5
3090,2013-08-06,,1.0,,1.0
3091,2013-08-07,,0.9,,0.8705505632961241
3092,2013-08-08,,0.8,,0.757858283255199
3093,2013-08-09,,0.7,,0.6597539553864471
3094,2013-08-12,,0.6,,0.5743491774985174
3095,2013-08-13,,0.5,,0.5
3096,2013-08-14,,0.4,,0.43527528164806206
3097,2013-08-15,,0.3,,0.37892914162759955
3098,2013-08-16,,0.2,,0.32987697769322355
3099,2013-08-19,,0.1,,0.2871745887492587
3100,2013-08-20,,,,0.25
3101,2013-08-21,,,,0.217637640824031
3102,2013-08-22,1.0,,1.0,0.18946457081379978
3103,2013-08-23,1.0,,1.0,0.16493848884661177
3104,2013-08-26,1.0,,1.0,0.1435872943746294
3105,2013-08-27,1.0,,1.0,0.125
3106,2013-08-28,1.0,,1.0,0.1088188204120155
3107,2013-08-29,1.0,,1.0,0.0
3108,2013-08-30,1.0,,1.0,
3109,2013-09-03,1.0,,1.0,
3110,2013-09-04,1.0,,1.0,
3111,2013-09-05,0.9,,0.8705505632961241,
3112,2013-09-06,0.8,,0.757858283255199,
3113,2013-09-09,0.7,,0.6597539553864471,
3114,2013-09-10,0.6,,0.5743491774985174,
3115,2013-09-11,0.5,,0.5,
3116,2013-09-12,0.4,,0.43527528164806206,
3117,2013-09-13,0.3,,0.37892914162759955,
3118,2013-09-16,0.2,,0.32987697769322355,
3119,2013-09-17,0.1,,0.2871745887492587,
3120,2013-09-18,,1.0,0.25,1.0
3121,2013-09-19,,1.0,0.217637640824031,1.0
3122,2013-09-20,,1.0,0.18946457081379978,1.0
3123,2013-09-23,,1.0,0.16493848884661177,1.0
3124,2013-09-24,,1.0,0.1435872943746294,1.0
3125,2013-09-25,,0.9,0.125,0.8705505632961241
3126,2013-09-26,,0.8,0.1088188204120155,0.757858283255199
3127,2013-09-27,,0.7,0.0,0.6597539553864471
3128,2013-09-30,,0.6,,0.5743491774985174
3129,2013-10-01,,0.5,,0.5
3130,2013-10-02,,0.4,,0.43527528164806206
3131,2013-10-03,,0.3,,0.37892914162759955
3132,2013-10-04,,0.2,,0.32987697769322355
3133,2013-10-07,1.0,0.1,1.0,0.2871745887492587
3134,2013-10-08,1.0,,1.0,0.25
3135,2013-10-09,1.0,,1.0,0.217637640824031
3136,2013-10-10,1.0,,1.0,0.18946457081379978
3137,2013-10-11,1.0,,1.0,0.16493848884661177
3138,2013-10-14,0.9,,0.8705505632961241,0.1435872943746294
3139,2013-10-15,0.8,,0.757858283255199,0.125
3140,2013-10-16,0.7,,0.6597539553864471,0.1088188204120155
3141,2013-10-17,0.6,,0.5743491774985174,0.0
3142,2013-10-18,0.5,,0.5,
3143,2013-10-21,0.4,,0.43527528164806206,
3144,2013-10-22,0.3,,0.37892914162759955,
3145,2013-10-23,0.2,,0.32987697769322355,
3146,2013-10-24,0.1,,0.2871745887492587,
3147,2013-10-25,,,0.25,
3148,2013-10-28,,,0.217637640824031,
3149,2013-10-29,,,0.18946457081379978,
3150,2013-10-30,,,0.16493848884661177,
3151,2013-10-31,,,0.1435872943746294,
3152,2013-11-01,,,0.125,
3153,2013-11-04,,,0.1088188204120155,
3154,2013-11-05,,,0.0,
3155,2013-11-06,,,,
3156,2013-11-07,,,,
3157,2013-11-08,,,,
3158,2013-11-11,,,,
3159,2013-11-12,,,,
3160,2013-11-13,,,,
3161,2013-11-14,,,,
3162,2013-11-15,,,,
3163,2013-11-18,,,,
3164,2013-11-19,,,,
3165,2013-11-20,,,,
3166,2013-11-21,,,,
3167,2013-11-22,,,,
3168,2013-11-25,,,,
3169,2013-11-26,,,,
3170,2013-11-27,,,,
3171,2013-11-29,,1.0,,1.0
3172,2013-12-02,,1.0,,1.0
3173,2013-12-03,,1.0,,1.0
3174,2013-12-04,,0.9,,0.8705505632961241
3175,2013-12-05,,0.8,,0.757858283255199
3176,2013-12-06,,0.7,,0.6597539553864471
3177,2013-12-09,,0.6,,0.5743491774985174
3178,2013-12-10,,0.5,,0.5
3179,2013-12-11,,0.4,,0.43527528164806206
3180,2013-12-12,,0.3,,0.37892914162759955
3181,2013-12-13,,0.2,,0.32987697769322355
