,Date,pos_k,neg_k,pos_k_hl,neg_k_hl
1835,2008-08-11,,,,
1836,2008-08-12,,,,
1837,2008-08-13,,,,
1838,2008-08-14,,,,
1839,2008-08-15,,,,
1840,2008-08-18,,,,
1841,2008-08-19,1.0,,1.0,
1842,2008-08-20,1.0,,1.0,
1843,2008-08-21,1.0,,1.0,
1844,2008-08-22,1.0,,1.0,
1845,2008-08-25,1.0,,1.0,
1846,2008-08-26,1.0,,1.0,
1847,2008-08-27,1.0,,1.0,
1848,2008-08-28,1.0,,1.0,
1849,2008-08-29,0.9,,0.8705505632961241,
1850,2008-09-02,0.8,,0.757858283255199,
1851,2008-09-03,0.7,,0.6597539553864471,
1852,2008-09-04,0.6,,0.5743491774985174,
1853,2008-09-05,0.5,,0.5,
1854,2008-09-08,0.4,,0.43527528164806206,
1855,2008-09-09,0.3,,0.37892914162759955,
1856,2008-09-10,0.2,,0.32987697769322355,
1857,2008-09-11,0.1,,0.2871745887492587,
1858,2008-09-12,,,0.25,
1859,2008-09-15,,,0.217637640824031,
1860,2008-09-16,,,0.18946457081379978,
1861,2008-09-17,,,0.16493848884661177,
1862,2008-09-18,1.0,,1.0,
1863,2008-09-19,1.0,,1.0,
1864,2008-09-22,0.9,,0.8705505632961241,
1865,2008-09-23,1.0,,1.0,
1866,2008-09-24,0.9,,0.8705505632961241,
1867,2008-09-25,0.8,,0.757858283255199,
1868,2008-09-26,0.7,,0.6597539553864471,
1869,2008-09-29,0.6,,0.5743491774985174,
1870,2008-09-30,0.5,,0.5,
1871,2008-10-01,0.4,,0.43527528164806206,
1872,2008-10-02,0.3,,0.37892914162759955,
1873,2008-10-03,0.2,,0.32987697769322355,
1874,2008-10-06,0.1,,0.2871745887492587,
1875,2008-10-07,,,0.25,
1876,2008-10-08,,,0.217637640824031,
1877,2008-10-09,,,0.18946457081379978,
1878,2008-10-10,,,0.16493848884661177,
1879,2008-10-13,,,0.1435872943746294,
1880,2008-10-14,,,0.125,
1881,2008-10-15,,,0.1088188204120155,
1882,2008-10-16,,,0.0,
1883,2008-10-17,,,,
1884,2008-10-20,,,,
1885,2008-10-21,,,,
1886,2008-10-22,,,,
1887,2008-10-23,,,,
1888,2008-10-24,,,,
1889,2008-10-27,,,,
1890,2008-10-28,,,,
1891,2008-10-29,,,,
1892,2008-10-30,,,,
1893,2008-10-31,,,,
1894,2008-11-03,,,,
1895,2008-11-04,1.0,,1.0,
1896,2008-11-05,0.9,,0.8705505632961241,
1897,2008-11-06,0.8,,0.757858283255199,
1898,2008-11-07,1.0,,1.0,
1899,2008-11-10,1.0,,1.0,
1900,2008-11-11,1.0,,1.0,
1901,2008-11-12,1.0,,1.0,
1902,2008-11-13,1.0,,1.0,
1903,2008-11-14,1.0,,1.0,
1904,2008-11-17,1.0,,1.0,
1905,2008-11-18,1.0,,1.0,
1906,2008-11-19,1.0,,1.0,
1907,2008-11-20,1.0,,1.0,
1908,2008-11-21,1.0,,1.0,
1909,2008-11-24,1.0,,1.0,
1910,2008-11-25,0.9,,0.8705505632961241,
1911,2008-11-26,0.8,,0.757858283255199,
1912,2008-11-28,0.7,,0.6597539553864471,
1913,2008-12-01,0.6,,0.5743491774985174,
1914,2008-12-02,0.5,,0.5,
1915,2008-12-03,0.4,,0.43527528164806206,
1916,2008-12-04,0.3,,0.37892914162759955,
1917,2008-12-05,0.2,,0.32987697769322355,
1918,2008-12-08,0.1,,0.2871745887492587,
1919,2008-12-09,,,0.25,
1920,2008-12-10,,,0.217637640824031,
1921,2008-12-11,,,0.18946457081379978,
1922,2008-12-12,,,0.16493848884661177,
1923,2008-12-15,,,0.1435872943746294,
1924,2008-12-16,,,0.125,
1925,2008-12-17,,,0.1088188204120155,
1926,2008-12-18,,,0.0,
1927,2008-12-19,,,,
1928,2008-12-22,,,,
1929,2008-12-23,,,,
1930,2008-12-24,,,,
1931,2008-12-26,,,,
1932,2008-12-29,,,,
1933,2008-12-30,,,,
1934,2008-12-31,,,,
1935,2009-01-02,,,,
1936,2009-01-05,,1.0,,1.0
1937,2009-01-06,,1.0,,1.0
1938,2009-01-07,,1.0,,1.0
1939,2009-01-08,,0.9,,0.8705505632961241
1940,2009-01-09,,0.8,,0.757858283255199
1941,2009-01-12,,0.7,,0.6597539553864471
1942,2009-01-13,,0.6,,0.5743491774985174
1943,2009-01-14,,0.5,,0.5
1944,2009-01-15,,0.4,,0.43527528164806206
1945,2009-01-16,,0.3,,0.37892914162759955
1946,2009-01-20,,0.2,,0.32987697769322355
1947,2009-01-21,,0.1,,0.2871745887492587
1948,2009-01-22,,,,0.25
1949,2009-01-23,,,,0.217637640824031
1950,2009-01-26,,,,0.18946457081379978
1951,2009-01-27,,,,0.16493848884661177
1952,2009-01-28,,,,0.1435872943746294
1953,2009-01-29,,,,0.125
1954,2009-01-30,,,,0.1088188204120155
1955,2009-02-02,,,,0.0
1956,2009-02-03,,,,
1957,2009-02-04,,,,
1958,2009-02-05,,,,
1959,2009-02-06,,,,
1960,2009-02-09,,,,
1961,2009-02-10,,1.0,,1.0
1962,2009-02-11,,0.9,,0.8705505632961241
1963,2009-02-12,,1.0,,1.0
1964,2009-02-13,,0.9,,0.8705505632961241
1965,2009-02-17,,0.8,,0.757858283255199
1966,2009-02-18,,0.7,,0.6597539553864471
1967,2009-02-19,,0.6,,0.5743491774985174
1968,2009-02-20,,0.5,,0.5
1969,2009-02-23,,0.4,,0.43527528164806206
1970,2009-02-24,,0.3,,0.37892914162759955
1971,2009-02-25,,0.2,,0.32987697769322355
1972,2009-02-26,,0.1,,0.2871745887492587
1973,2009-02-27,,,,0.25
1974,2009-03-02,,,,0.217637640824031
1975,2009-03-03,,,,0.18946457081379978
1976,2009-03-04,,,,0.16493848884661177
1977,2009-03-05,,,,0.1435872943746294
1978,2009-03-06,,,,0.125
1979,2009-03-09,,,,0.1088188204120155
1980,2009-03-10,,,,0.0
1981,2009-03-11,,,,
1982,2009-03-12,,,,
1983,2009-03-13,,,,
1984,2009-03-16,,,,
1985,2009-03-17,,,,
1986,2009-03-18,,,,
1987,2009-03-19,,,,
1988,2009-03-20,,,,
1989,2009-03-23,,,,
1990,2009-03-24,,,,
1991,2009-03-25,,,,
1992,2009-03-26,,1.0,,1.0
1993,2009-03-27,,1.0,,1.0
1994,2009-03-30,,1.0,,1.0
1995,2009-03-31,,0.9,,0.8705505632961241
1996,2009-04-01,,0.8,,0.757858283255199
1997,2009-04-02,,0.7,,0.6597539553864471
1998,2009-04-03,,0.6,,0.5743491774985174
1999,2009-04-06,,0.5,,0.5
2000,2009-04-07,,0.4,,0.43527528164806206
2001,2009-04-08,,0.3,,0.37892914162759955
2002,2009-04-09,,0.2,,0.32987697769322355
2003,2009-04-13,,1.0,,1.0
2004,2009-04-14,,0.9,,0.8705505632961241
2005,2009-04-15,,0.8,,0.757858283255199
2006,2009-04-16,,0.7,,0.6597539553864471
2007,2009-04-17,,0.6,,0.5743491774985174
2008,2009-04-20,,0.5,,0.5
2009,2009-04-21,,0.4,,0.43527528164806206
2010,2009-04-22,,0.3,,0.37892914162759955
2011,2009-04-23,,0.2,,0.32987697769322355
2012,2009-04-24,,0.1,,0.2871745887492587
2013,2009-04-27,,,,0.25
2014,2009-04-28,,,,0.217637640824031
2015,2009-04-29,,,,0.18946457081379978
2016,2009-04-30,,,,0.16493848884661177
2017,2009-05-01,,,,0.1435872943746294
2018,2009-05-04,,,,0.125
2019,2009-05-05,,1.0,,1.0
2020,2009-05-06,,1.0,,1.0
2021,2009-05-07,,1.0,,1.0
2022,2009-05-08,,0.9,,0.8705505632961241
2023,2009-05-11,,1.0,,1.0
2024,2009-05-12,,0.9,,0.8705505632961241
2025,2009-05-13,,0.8,,0.757858283255199
2026,2009-05-14,,0.7,,0.6597539553864471
2027,2009-05-15,,0.6,,0.5743491774985174
2028,2009-05-18,,0.5,,0.5
2029,2009-05-19,,0.4,,0.43527528164806206
2030,2009-05-20,,0.3,,0.37892914162759955
2031,2009-05-21,,0.2,,0.32987697769322355
2032,2009-05-22,,0.1,,0.2871745887492587
2033,2009-05-26,,,,0.25
2034,2009-05-27,,,,0.217637640824031
2035,2009-05-28,,,,0.18946457081379978
2036,2009-05-29,,,,0.16493848884661177
2037,2009-06-01,,,,0.1435872943746294
2038,2009-06-02,,,,0.125
2039,2009-06-03,,,,0.1088188204120155
2040,2009-06-04,,,,0.0
2041,2009-06-05,,,,
2042,2009-06-08,,,,
2043,2009-06-09,,,,
2044,2009-06-10,,,,
2045,2009-06-11,,,,
2046,2009-06-12,,,,
2047,2009-06-15,,,,
2048,2009-06-16,,,,
2049,2009-06-17,,,,
2050,2009-06-18,,,,
2051,2009-06-19,,,,
2052,2009-06-22,,,,
2053,2009-06-23,,,,
2054,2009-06-24,,,,
2055,2009-06-25,,,,
2056,2009-06-26,,,,
2057,2009-06-29,,,,
2058,2009-06-30,,,,
2059,2009-07-01,,,,
2060,2009-07-02,,,,
2061,2009-07-06,,,,
2062,2009-07-07,,,,
2063,2009-07-08,,,,
2064,2009-07-09,,,,
2065,2009-07-10,,,,
2066,2009-07-13,,,,
2067,2009-07-14,,,,
2068,2009-07-15,,,,
2069,2009-07-16,,,,
2070,2009-07-17,,,,
2071,2009-07-20,,,,
2072,2009-07-21,,,,
2073,2009-07-22,,,,
2074,2009-07-23,,,,
2075,2009-07-24,,1.0,,1.0
2076,2009-07-27,,1.0,,1.0
2077,2009-07-28,,1.0,,1.0
2078,2009-07-29,,1.0,,1.0
2079,2009-07-30,,1.0,,1.0
2080,2009-07-31,,1.0,,1.0
2081,2009-08-03,,1.0,,1.0
2082,2009-08-04,,1.0,,1.0
2083,2009-08-05,,1.0,,1.0
2084,2009-08-06,,1.0,,1.0
2085,2009-08-07,,0.9,,0.8705505632961241
2086,2009-08-10,,0.8,,0.757858283255199
2087,2009-08-11,,0.7,,0.6597539553864471
2088,2009-08-12,,0.6,,0.5743491774985174
2089,2009-08-13,,0.5,,0.5
2090,2009-08-14,,0.4,,0.43527528164806206
2091,2009-08-17,,0.3,,0.37892914162759955
2092,2009-08-18,,0.2,,0.32987697769322355
2093,2009-08-19,,0.1,,0.2871745887492587
2094,2009-08-20,,,,0.25
2095,2009-08-21,,,,0.217637640824031
2096,2009-08-24,,,,0.18946457081379978
2097,2009-08-25,,,,0.16493848884661177
2098,2009-08-26,,,,0.1435872943746294
2099,2009-08-27,,,,0.125
2100,2009-08-28,,,,0.1088188204120155
2101,2009-08-31,,,,0.0
2102,2009-09-01,,,,
2103,2009-09-02,,,,
2104,2009-09-03,,,,
2105,2009-09-04,,,,
2106,2009-09-08,,,,
2107,2009-09-09,,,,
2108,2009-09-10,,,,
2109,2009-09-11,,,,
2110,2009-09-14,,,,
2111,2009-09-15,,1.0,,1.0
2112,2009-09-16,,0.9,,0.8705505632961241
2113,2009-09-17,,1.0,,1.0
2114,2009-09-18,,1.0,,1.0
2115,2009-09-21,,1.0,,1.0
2116,2009-09-22,,1.0,,1.0
2117,2009-09-23,,1.0,,1.0
2118,2009-09-24,,1.0,,1.0
2119,2009-09-25,,1.0,,1.0
2120,2009-09-28,,1.0,,1.0
2121,2009-09-29,,1.0,,1.0
2122,2009-09-30,,1.0,,1.0
2123,2009-10-01,,0.9,,0.8705505632961241
2124,2009-10-02,,0.8,,0.757858283255199
2125,2009-10-05,,0.7,,0.6597539553864471
2126,2009-10-06,,0.6,,0.5743491774985174
2127,2009-10-07,,0.5,,0.5
2128,2009-10-08,,0.4,,0.43527528164806206
2129,2009-10-09,,0.3,,0.37892914162759955
2130,2009-10-12,,0.2,,0.32987697769322355
2131,2009-10-13,,0.1,,0.2871745887492587
2132,2009-10-14,,,,0.25
2133,2009-10-15,,,,0.217637640824031
2134,2009-10-16,,,,0.18946457081379978
2135,2009-10-19,,,,0.16493848884661177
2136,2009-10-20,,,,0.1435872943746294
2137,2009-10-21,,,,0.125
2138,2009-10-22,,,,0.1088188204120155
2139,2009-10-23,,,,0.0
2140,2009-10-26,,,,
2141,2009-10-27,,,,
2142,2009-10-28,,,,
2143,2009-10-29,,,,
2144,2009-10-30,,,,
2145,2009-11-02,,,,
2146,2009-11-03,,,,
2147,2009-11-04,1.0,,1.0,
2148,2009-11-05,1.0,,1.0,
2149,2009-11-06,0.9,,0.8705505632961241,
2150,2009-11-09,0.8,,0.757858283255199,
2151,2009-11-10,0.7,,0.6597539553864471,
2152,2009-11-11,0.6,,0.5743491774985174,
2153,2009-11-12,0.5,,0.5,
2154,2009-11-13,0.4,,0.43527528164806206,
2155,2009-11-16,0.3,,0.37892914162759955,
2156,2009-11-17,0.2,,0.32987697769322355,
2157,2009-11-18,0.1,,0.2871745887492587,
2158,2009-11-19,,,0.25,
2159,2009-11-20,,,0.217637640824031,
2160,2009-11-23,,,0.18946457081379978,
2161,2009-11-24,,,0.16493848884661177,
2162,2009-11-25,,,0.1435872943746294,
2163,2009-11-27,,,0.125,
2164,2009-11-30,,,0.1088188204120155,
2165,2009-12-01,,,0.0,
2166,2009-12-02,,,,
2167,2009-12-03,1.0,,1.0,
2168,2009-12-04,1.0,,1.0,
2169,2009-12-07,0.9,,0.8705505632961241,
2170,2009-12-08,0.8,,0.757858283255199,
2171,2009-12-09,0.7,,0.6597539553864471,
2172,2009-12-10,0.6,,0.5743491774985174,
2173,2009-12-11,0.5,,0.5,
2174,2009-12-14,0.4,,0.43527528164806206,
2175,2009-12-15,0.3,,0.37892914162759955,
2176,2009-12-16,0.2,,0.32987697769322355,
2177,2009-12-17,0.1,,0.2871745887492587,
2178,2009-12-18,,,0.25,
2179,2009-12-21,,,0.217637640824031,
2180,2009-12-22,,,0.18946457081379978,
2181,2009-12-23,,,0.16493848884661177,
2182,2009-12-24,,,0.1435872943746294,
2183,2009-12-28,,,0.125,
2184,2009-12-29,,,0.1088188204120155,
2185,2009-12-30,,,0.0,
2186,2009-12-31,,,,
2187,2010-01-04,,,,
2188,2010-01-05,,,,
2189,2010-01-06,,,,
2190,2010-01-07,,1.0,,1.0
2191,2010-01-08,,1.0,,1.0
2192,2010-01-11,,1.0,,1.0
2193,2010-01-12,,0.9,,0.8705505632961241
2194,2010-01-13,,0.8,,0.757858283255199
2195,2010-01-14,,0.7,,0.6597539553864471
2196,2010-01-15,,0.6,,0.5743491774985174
2197,2010-01-19,,0.5,,0.5
2198,2010-01-20,,0.4,,0.43527528164806206
2199,2010-01-21,,0.3,,0.37892914162759955
2200,2010-01-22,,0.2,,0.32987697769322355
2201,2010-01-25,,0.1,,0.2871745887492587
2202,2010-01-26,1.0,,1.0,0.25
2203,2010-01-27,1.0,,1.0,0.217637640824031
2204,2010-01-28,1.0,,1.0,0.18946457081379978
2205,2010-01-29,1.0,,1.0,0.16493848884661177
2206,2010-02-01,1.0,,1.0,0.1435872943746294
2207,2010-02-02,1.0,,1.0,0.125
2208,2010-02-03,0.9,,0.8705505632961241,0.1088188204120155
2209,2010-02-04,0.8,,0.757858283255199,0.0
2210,2010-02-05,0.7,,0.6597539553864471,
2211,2010-02-08,0.6,,0.5743491774985174,
2212,2010-02-09,0.5,,0.5,
2213,2010-02-10,0.4,,0.43527528164806206,
2214,2010-02-11,0.3,,0.37892914162759955,
2215,2010-02-12,0.2,,0.32987697769322355,
2216,2010-02-16,0.1,,0.2871745887492587,
2217,2010-02-17,,,0.25,
2218,2010-02-18,,,0.217637640824031,
2219,2010-02-19,,,0.18946457081379978,
2220,2010-02-22,,,0.16493848884661177,
2221,2010-02-23,,,0.1435872943746294,
2222,2010-02-24,,,0.125,
2223,2010-02-25,,,0.1088188204120155,
2224,2010-02-26,,,0.0,
2225,2010-03-01,,,,
2226,2010-03-02,,1.0,,1.0
2227,2010-03-03,,1.0,,1.0
2228,2010-03-04,,0.9,,0.8705505632961241
2229,2010-03-05,,1.0,,1.0
2230,2010-03-08,,1.0,,1.0
2231,2010-03-09,,1.0,,1.0
2232,2010-03-10,,1.0,,1.0
2233,2010-03-11,,1.0,,1.0
2234,2010-03-12,,1.0,,1.0
2235,2010-03-15,,1.0,,1.0
2236,2010-03-16,,1.0,,1.0
2237,2010-03-17,,1.0,,1.0
2238,2010-03-18,,1.0,,1.0
2239,2010-03-19,,1.0,,1.0
2240,2010-03-22,,1.0,,1.0
2241,2010-03-23,,1.0,,1.0
2242,2010-03-24,,1.0,,1.0
2243,2010-03-25,,1.0,,1.0
2244,2010-03-26,,0.9,,0.8705505632961241
2245,2010-03-29,,0.8,,0.757858283255199
2246,2010-03-30,,0.7,,0.6597539553864471
2247,2010-03-31,,0.6,,0.5743491774985174
2248,2010-04-01,,0.5,,0.5
2249,2010-04-05,,0.4,,0.43527528164806206
2250,2010-04-06,,0.3,,0.37892914162759955
2251,2010-04-07,,0.2,,0.32987697769322355
2252,2010-04-08,,0.1,,0.2871745887492587
2253,2010-04-09,,,,0.25
2254,2010-04-12,,,,0.217637640824031
2255,2010-04-13,,,,0.18946457081379978
2256,2010-04-14,,,,0.16493848884661177
2257,2010-04-15,,,,0.1435872943746294
2258,2010-04-16,,,,0.125
2259,2010-04-19,,,,0.1088188204120155
2260,2010-04-20,,,,0.0
2261,2010-04-21,,,,
2262,2010-04-22,,,,
2263,2010-04-23,,,,
2264,2010-04-26,,,,
2265,2010-04-27,,,,
2266,2010-04-28,1.0,,1.0,
2267,2010-04-29,1.0,,1.0,
2268,2010-04-30,0.9,,0.8705505632961241,
2269,2010-05-03,1.0,,1.0,
2270,2010-05-04,1.0,,1.0,
2271,2010-05-05,1.0,,1.0,
2272,2010-05-06,1.0,,1.0,
2273,2010-05-07,0.9,,0.8705505632961241,
2274,2010-05-10,1.0,,1.0,
2275,2010-05-11,0.9,,0.8705505632961241,
2276,2010-05-12,0.8,,0.757858283255199,
2277,2010-05-13,0.7,,0.6597539553864471,
2278,2010-05-14,0.6,,0.5743491774985174,
2279,2010-05-17,0.5,,0.5,
2280,2010-05-18,0.4,,0.43527528164806206,
2281,2010-05-19,1.0,,1.0,
2282,2010-05-20,1.0,,1.0,
2283,2010-05-21,0.9,,0.8705505632961241,
2284,2010-05-24,0.8,,0.757858283255199,
2285,2010-05-25,0.7,,0.6597539553864471,
2286,2010-05-26,0.6,,0.5743491774985174,
2287,2010-05-27,0.5,,0.5,
2288,2010-05-28,0.4,,0.43527528164806206,
2289,2010-06-01,0.3,,0.37892914162759955,
2290,2010-06-02,0.2,,0.32987697769322355,
2291,2010-06-03,0.1,,0.2871745887492587,
2292,2010-06-04,,,0.25,
2293,2010-06-07,,,0.217637640824031,
2294,2010-06-08,,,0.18946457081379978,
2295,2010-06-09,,,0.16493848884661177,
2296,2010-06-10,,,0.1435872943746294,
2297,2010-06-11,,,0.125,
2298,2010-06-14,,,0.1088188204120155,
2299,2010-06-15,,,0.0,
2300,2010-06-16,,,,
2301,2010-06-17,,,,
2302,2010-06-18,,,,
2303,2010-06-21,,,,
2304,2010-06-22,,,,
2305,2010-06-23,1.0,,1.0,
2306,2010-06-24,0.9,,0.8705505632961241,
2307,2010-06-25,0.8,,0.757858283255199,
2308,2010-06-28,0.7,,0.6597539553864471,
2309,2010-06-29,0.6,,0.5743491774985174,
2310,2010-06-30,0.5,,0.5,
2311,2010-07-01,0.4,,0.43527528164806206,
2312,2010-07-02,0.3,,0.37892914162759955,
2313,2010-07-06,0.2,,0.32987697769322355,
2314,2010-07-07,0.1,,0.2871745887492587,
2315,2010-07-08,,,0.25,
2316,2010-07-09,,,0.217637640824031,
2317,2010-07-12,,,0.18946457081379978,
2318,2010-07-13,,,0.16493848884661177,
2319,2010-07-14,,,0.1435872943746294,
2320,2010-07-15,,,0.125,
2321,2010-07-16,,,0.1088188204120155,
2322,2010-07-19,,,0.0,
2323,2010-07-20,,,,
2324,2010-07-21,,1.0,,1.0
2325,2010-07-22,,1.0,,1.0
2326,2010-07-23,,1.0,,1.0
2327,2010-07-26,,1.0,,1.0
2328,2010-07-27,,1.0,,1.0
2329,2010-07-28,,1.0,,1.0
2330,2010-07-29,,1.0,,1.0
2331,2010-07-30,,1.0,,1.0
2332,2010-08-02,,1.0,,1.0
2333,2010-08-03,,1.0,,1.0
2334,2010-08-04,,1.0,,1.0
2335,2010-08-05,,1.0,,1.0
2336,2010-08-06,,1.0,,1.0
2337,2010-08-09,,1.0,,1.0
2338,2010-08-10,,0.9,,0.8705505632961241
2339,2010-08-11,,0.8,,0.757858283255199
2340,2010-08-12,,0.7,,0.6597539553864471
2341,2010-08-13,,0.6,,0.5743491774985174
2342,2010-08-16,,0.5,,0.5
2343,2010-08-17,,0.4,,0.43527528164806206
2344,2010-08-18,,0.3,,0.37892914162759955
2345,2010-08-19,,0.2,,0.32987697769322355
2346,2010-08-20,,0.1,,0.2871745887492587
2347,2010-08-23,,,,0.25
2348,2010-08-24,,,,0.217637640824031
2349,2010-08-25,1.0,,1.0,0.18946457081379978
2350,2010-08-26,1.0,,1.0,0.16493848884661177
2351,2010-08-27,1.0,,1.0,0.1435872943746294
2352,2010-08-30,1.0,,1.0,0.125
2353,2010-08-31,1.0,,1.0,0.1088188204120155
2354,2010-09-01,1.0,,1.0,0.0
2355,2010-09-02,1.0,,1.0,
2356,2010-09-03,0.9,,0.8705505632961241,
2357,2010-09-07,0.8,,0.757858283255199,
2358,2010-09-08,0.7,,0.6597539553864471,
2359,2010-09-09,0.6,,0.5743491774985174,
2360,2010-09-10,0.5,,0.5,
2361,2010-09-13,0.4,,0.43527528164806206,
2362,2010-09-14,0.3,,0.37892914162759955,
2363,2010-09-15,0.2,,0.32987697769322355,
2364,2010-09-16,0.1,,0.2871745887492587,
2365,2010-09-17,,,0.25,
2366,2010-09-20,,1.0,0.217637640824031,1.0
2367,2010-09-21,,1.0,0.18946457081379978,1.0
2368,2010-09-22,,1.0,0.16493848884661177,1.0
2369,2010-09-23,,0.9,0.1435872943746294,0.8705505632961241
2370,2010-09-24,,0.8,0.125,0.757858283255199
2371,2010-09-27,,0.7,0.1088188204120155,0.6597539553864471
2372,2010-09-28,,0.6,0.0,0.5743491774985174
2373,2010-09-29,,0.5,,0.5
2374,2010-09-30,,0.4,,0.43527528164806206
2375,2010-10-01,,0.3,,0.37892914162759955
2376,2010-10-04,,0.2,,0.32987697769322355
2377,2010-10-05,,0.1,,0.2871745887492587
2378,2010-10-06,,,,0.25
2379,2010-10-07,,,,0.217637640824031
2380,2010-10-08,,,,0.18946457081379978
2381,2010-10-11,,,,0.16493848884661177
2382,2010-10-12,,,,0.1435872943746294
2383,2010-10-13,,,,0.125
2384,2010-10-14,,1.0,,1.0
2385,2010-10-15,,0.9,,0.8705505632961241
2386,2010-10-18,,0.8,,0.757858283255199
2387,2010-10-19,,1.0,,1.0
2388,2010-10-20,,1.0,,1.0
2389,2010-10-21,,1.0,,1.0
2390,2010-10-22,,1.0,,1.0
2391,2010-10-25,,1.0,,1.0
2392,2010-10-26,,0.9,,0.8705505632961241
2393,2010-10-27,,0.8,,0.757858283255199
2394,2010-10-28,,0.7,,0.6597539553864471
2395,2010-10-29,,1.0,,1.0
2396,2010-11-01,,0.9,,0.8705505632961241
2397,2010-11-02,,0.8,,0.757858283255199
2398,2010-11-03,,0.7,,0.6597539553864471
2399,2010-11-04,,1.0,,1.0
2400,2010-11-05,,1.0,,1.0
2401,2010-11-08,,1.0,,1.0
2402,2010-11-09,,1.0,,1.0
2403,2010-11-10,,0.9,,0.8705505632961241
2404,2010-11-11,,0.8,,0.757858283255199
2405,2010-11-12,,1.0,,1.0
2406,2010-11-15,,0.9,,0.8705505632961241
2407,2010-11-16,,0.8,,0.757858283255199
2408,2010-11-17,,0.7,,0.6597539553864471
2409,2010-11-18,,0.6,,0.5743491774985174
2410,2010-11-19,,0.5,,0.5
2411,2010-11-22,,0.4,,0.43527528164806206
2412,2010-11-23,,0.3,,0.37892914162759955
2413,2010-11-24,,0.2,,0.32987697769322355
2414,2010-11-26,,0.1,,0.2871745887492587
2415,2010-11-29,1.0,,1.0,0.25
2416,2010-11-30,0.9,,0.8705505632961241,0.217637640824031
2417,2010-12-01,0.8,,0.757858283255199,0.18946457081379978
2418,2010-12-02,0.7,,0.6597539553864471,0.16493848884661177
2419,2010-12-03,0.6,,0.5743491774985174,0.1435872943746294
2420,2010-12-06,0.5,,0.5,0.125
2421,2010-12-07,0.4,,0.43527528164806206,0.1088188204120155
2422,2010-12-08,0.3,,0.37892914162759955,0.0
2423,2010-12-09,0.2,,0.32987697769322355,
2424,2010-12-10,0.1,,0.2871745887492587,
2425,2010-12-13,,,0.25,
2426,2010-12-14,,,0.217637640824031,
2427,2010-12-15,,,0.18946457081379978,
2428,2010-12-16,,,0.16493848884661177,
2429,2010-12-17,,,0.1435872943746294,
2430,2010-12-20,,,0.125,
2431,2010-12-21,,1.0,0.1088188204120155,1.0
2432,2010-12-22,,1.0,0.0,1.0
2433,2010-12-23,,0.9,,0.8705505632961241
2434,2010-12-27,,0.8,,0.757858283255199
2435,2010-12-28,,0.7,,0.6597539553864471
2436,2010-12-29,,0.6,,0.5743491774985174
2437,2010-12-30,,0.5,,0.5
2438,2010-12-31,,0.4,,0.43527528164806206
2439,2011-01-03,,0.3,,0.37892914162759955
2440,2011-01-04,,0.2,,0.32987697769322355
2441,2011-01-05,,0.1,,0.2871745887492587
2442,2011-01-06,,1.0,,1.0
2443,2011-01-07,,0.9,,0.8705505632961241
2444,2011-01-10,,0.8,,0.757858283255199
2445,2011-01-11,,0.7,,0.6597539553864471
2446,2011-01-12,,0.6,,0.5743491774985174
2447,2011-01-13,,0.5,,0.5
2448,2011-01-14,,0.4,,0.43527528164806206
2449,2011-01-18,,0.3,,0.37892914162759955
2450,2011-01-19,,0.2,,0.32987697769322355
2451,2011-01-20,,0.1,,0.2871745887492587
2452,2011-01-21,,,,0.25
2453,2011-01-24,,,,0.217637640824031
2454,2011-01-25,,,,0.18946457081379978
2455,2011-01-26,1.0,,1.0,0.16493848884661177
2456,2011-01-27,1.0,,1.0,0.1435872943746294
2457,2011-01-28,0.9,,0.8705505632961241,0.125
2458,2011-01-31,0.8,,0.757858283255199,0.1088188204120155
2459,2011-02-01,0.7,,0.6597539553864471,0.0
2460,2011-02-02,0.6,,0.5743491774985174,
2461,2011-02-03,0.5,,0.5,
2462,2011-02-04,0.4,,0.43527528164806206,
2463,2011-02-07,1.0,,1.0,
2464,2011-02-08,0.9,,0.8705505632961241,
2465,2011-02-09,0.8,,0.757858283255199,
2466,2011-02-10,0.7,,0.6597539553864471,
2467,2011-02-11,0.6,,0.5743491774985174,
2468,2011-02-14,0.5,,0.5,
2469,2011-02-15,0.4,,0.43527528164806206,
2470,2011-02-16,0.3,,0.37892914162759955,
2471,2011-02-17,0.2,,0.32987697769322355,
2472,2011-02-18,0.1,,0.2871745887492587,
2473,2011-02-22,,,0.25,
2474,2011-02-23,,,0.217637640824031,
2475,2011-02-24,,,0.18946457081379978,
2476,2011-02-25,,,0.16493848884661177,
2477,2011-02-28,,,0.1435872943746294,
2478,2011-03-01,,,0.125,
2479,2011-03-02,,,0.1088188204120155,
2480,2011-03-03,,,0.0,
2481,2011-03-04,,,,
2482,2011-03-07,,,,
2483,2011-03-08,,,,
2484,2011-03-09,,,,
2485,2011-03-10,,,,
2486,2011-03-11,,,,
2487,2011-03-14,,,,
2488,2011-03-15,,,,
2489,2011-03-16,,,,
2490,2011-03-17,,,,
2491,2011-03-18,,,,
2492,2011-03-21,,,,
2493,2011-03-22,,,,
2494,2011-03-23,,,,
2495,2011-03-24,,,,
2496,2011-03-25,,,,
2497,2011-03-28,,,,
2498,2011-03-29,,,,
2499,2011-03-30,,,,
2500,2011-03-31,,,,
2501,2011-04-01,,,,
2502,2011-04-04,,,,
2503,2011-04-05,,,,
2504,2011-04-06,,,,
2505,2011-04-07,,,,
2506,2011-04-08,,,,
2507,2011-04-11,,,,
