Date,pos_k,neg_k,pos_k_hl,neg_k_hl,POS_DI14,NEG_DI14,ADX,pos_k_copy,neg_k_copy,pos_k_hl_copy,neg_k_hl_copy
2011-06-03,0.7,0.0,0.6597539553864471,0.0,18.610192191639246,39.19199857967552,49.03189950502274,0.0,0.0,0.0,0.0
2011-06-06,0.54,0.0,0.49999999999999994,0.0,16.879872531156654,40.049730161520586,48.4367022631481,0.0,0.0,0.0,0.0
2011-06-07,0.4,0.0,0.3789291416275995,0.0,18.2682014015254,37.276020591284826,47.42129894279884,0.0,0.0,0.0,0.0
2011-06-08,0.27999999999999997,0.0,0.2871745887492587,0.0,18.048968834751975,40.457970014007024,46.7698805812107,0.0,0.0,0.0,0.0
2011-06-09,0.6,0.0,0.5743491774985174,0.0,18.409157112130142,35.827755501680656,45.723157906845124,0.0,0.0,0.0,0.0
2011-06-10,0.45,0.0,0.43527528164806206,0.0,22.633622675149933,25.92325506067307,42.94113249398018,0.0,0.0,0.0,0.0
2011-06-13,0.32000000000000006,0.0,0.32987697769322355,0.0,24.897589778633613,23.829543022695443,40.03047255108157,0.32000000000000006,0.0,0.32987697769322355,0.0
2011-06-14,0.21,0.0,0.25,0.0,27.61650063056551,24.17348654802944,37.64601239615671,0.21,0.0,0.25,0.0
2011-06-15,0.12,0.0,0.18946457081379972,0.0,25.24528023482877,29.82456290119914,35.55096929305257,0.0,0.0,0.0,0.0
2011-06-16,0.05,0.0,0.14358729437462936,0.0,25.408328293662528,29.611228769552717,33.55725155488509,0.0,0.0,0.0,0.0
2011-06-17,0.0,0.0,0.10881882041201552,0.0,25.40471026713938,30.643881405867035,31.82798728654175,0.0,0.0,0.0,0.0
2011-06-20,0.0,0.0,0.08246924442330589,0.0,17.374067458728838,38.17798704876135,32.22951785762527,0.0,0.0,0.0,0.0
2011-06-21,0.0,0.0,0.0625,0.0,18.50861936483621,28.688420793849545,31.468032900051103,0.0,0.0,0.0,0.0
2011-06-22,0.0,0.0,0.04736614270344993,0.0,19.740297045600805,16.973237938059068,29.758665620226267,0.0,0.0,0.04736614270344993,0.0
2011-06-23,0.0,0.0,0.03589682359365735,0.0,18.982017262852036,24.28696832607332,28.508789562946912,0.0,0.0,0.0,0.0
2011-06-24,0.0,0.0,0.027204705103003875,0.0,19.083271918531203,26.489123929829127,27.633214664729337,0.0,0.0,0.0,0.0
2011-06-27,0.0,0.0,0.020617311105826472,0.0,18.068194141859923,29.641135915673882,27.392069886227308,0.0,0.0,0.0,0.0
2011-06-28,0.0,0.0,0.0,0.0,17.943897599709512,29.462810417021746,27.171069550627895,0.0,0.0,0.0,0.0
2011-06-29,0.0,0.0,0.0,0.0,21.72185680382234,28.77086153408427,26.227453024337944,0.0,0.0,0.0,0.0
2011-06-30,0.0,0.0,0.0,0.0,18.02364613738226,29.177500664119773,26.04195449295537,0.0,0.0,0.0,0.0
2011-07-01,0.0,0.0,0.0,0.0,23.12441970599319,28.588828060915013,24.93658257032139,0.0,0.0,0.0,0.0
2011-07-05,0.0,0.0,0.0,0.0,20.601113704568245,28.68819394783502,24.327353270029192,0.0,0.0,0.0,0.0
2011-07-06,0.0,0.0,0.0,0.0,21.268171042000436,23.617072734909037,22.96347994621777,0.0,0.0,0.0,0.0
2011-07-07,0.0,0.0,0.0,0.0,26.6586229999658,24.439240454713502,21.63347394836461,0.0,0.0,0.0,0.0
2011-07-08,0.0,0.0,0.0,0.0,22.515219526267753,29.690355510377287,21.069940334494838,0.0,0.0,0.0,0.0
2011-07-11,0.0,0.0,0.0,0.0,22.6636656116193,27.810640298642284,20.293317265228023,0.0,0.0,0.0,0.0
2011-07-12,0.0,0.0,0.0,0.0,21.403293105811983,30.512784615624792,20.097121113332907,0.0,0.0,0.0,0.0
2011-07-13,0.0,0.0,0.0,0.0,20.05267515783297,32.072998516382896,20.3087749162932,0.0,0.0,0.0,0.0
2011-07-14,0.0,0.0,0.0,0.0,21.3161676970868,24.300985846091727,19.325519026229305,0.0,0.0,0.0,0.0
2011-07-15,0.0,0.0,0.0,0.0,21.44092354547565,23.735163965776398,18.307870511974762,0.0,0.0,0.0,0.0
2011-07-18,0.0,0.0,0.0,0.0,21.35736836976634,25.504707938449677,17.632315315868567,0.0,0.0,0.0,0.0
2011-07-19,0.0,0.0,0.0,0.0,20.27170346486711,25.547171464082894,17.195274513238115,0.0,0.0,0.0,0.0
2011-07-20,0.0,0.0,0.0,0.0,23.352308822939506,23.327831698553453,15.970786036668596,0.0,0.0,0.0,0.0
2011-07-21,0.0,0.0,0.0,0.0,27.417272233779684,23.437351523317105,15.38902092248744,0.0,0.0,0.0,0.0
