Date,Open,High,Low,Close,Adj Close,Volume,MA-Close,EMA-12-Close,EMA-12-Volume,EMA-26-Close,neg_and_above_threshold,PPO,PPO-EMA-Trigger,Avg-Gain,Avg-Loss,RS,RSI,P_DI,N_DI,TR,ATR,POS_DI14,NEG_DI14,DX,ADX
2001-04-23,27.504998999999998,27.674999,27.205,27.465,15.758427,11155800,,,,,False,,,,,,,,,0.4699990000000014,,,,,
2001-04-24,27.6,27.82,27.225,27.25,15.635066,8100800,,,,,False,,,,,,,,,0.5949999999999989,,,,,
2001-04-25,27.25,27.525,26.879998999999998,27.450001,15.749823000000001,7681000,,,,,False,,,,,,,,,0.6450010000000006,,,,,
2001-04-26,27.525,27.799999,27.209999,27.559998999999998,15.812934,8984800,,,,,False,,,,,,,,,0.5899999999999999,,,,,
2001-04-27,27.85,28.5,27.715,28.459999,16.329315,8606600,,,,,False,,,,,,,,,0.7850000000000001,,,,,
2001-04-30,28.549999,28.700001,27.75,28.0,16.065386,10037000,,,,,False,,,,,,,,,0.9500010000000003,,,,,
2001-05-01,27.875,28.25,27.57,28.225,16.194487,10729200,,,,,False,,,,,,,,,0.6799999999999997,,,,,
2001-05-02,28.25,28.395,27.93,28.055,16.096949,9048400,,,,,False,,,,,,,,,0.46499999999999986,,,,,
2001-05-03,28.055,28.084999,27.575001,27.975,16.051046,9332600,,,,,False,,,,,,,,,0.5099979999999995,,,,,
2001-05-04,27.75,28.370001000000002,27.59,28.190001000000002,16.174395,8610800,27.863,,,,False,,,,,,,,,0.7800010000000022,,,,,
2001-05-07,28.125,28.125,27.809998999999998,28.115,16.131372,6231000,27.928000000000004,,,,False,,,,,,,,,0.3150010000000023,,,,,
2001-05-08,28.174999,28.174999,27.780001000000002,27.855,15.982191,5066600,27.988500000000005,27.883333333333336,8632050.0,,False,,,,,,,,,0.3949979999999975,,,,,
2001-05-09,27.775,27.865,27.450001,27.690001000000002,15.887523999999999,9901400,28.012500000000006,27.8535898974359,8827334.615384616,,False,,,,,,,,,0.4149989999999981,,,,,
2001-05-10,28.0,28.02,27.799999,27.889999,16.002266,6182000,28.045500000000004,27.859191297830375,8420360.059171598,,False,,,,,,,,,0.2200009999999999,0.5582142142857143,,,,
2001-05-11,27.825001,27.959999,26.725,26.76,15.353919,14266200,27.875500100000004,27.69008494431801,9319720.050068274,,False,,,0.13214271428571425,-0.18249985714285696,0.7240702341058589,41.997722585900206,0.13964307142857177,0.16321421428571448,1.2349989999999984,0.6065559846938774,23.02228894815838,26.908351150485643,7.782920857112742,
2001-05-14,26.950001,27.200001,26.82,27.200001,15.606380999999999,9414800,27.795500200000003,27.61468741442293,9334347.734673155,,False,,,0.163571357142857,-0.16714271428571412,0.7408238993972494,42.5559357068659,0.12928585714285745,0.16321421428571448,0.38000100000000003,0.5903734857871719,21.898994493371383,27.64592553950717,11.5994355068533,
2001-05-15,27.325001,27.65,27.24,27.525,15.792845000000002,11294000,27.7255002,27.600889350665557,9635832.698569592,,False,,,0.17249978571428543,-0.16714271428571412,0.9824484587471564,49.55732666906418,0.16142864285714303,0.13857128571428565,0.41000000000000014,0.5774896653738024,27.953511991015827,23.99545723897761,7.619120861695518,
2001-05-16,27.424999,28.295,27.299999,28.275,16.223175,10060200,27.747500199999998,27.704598681332392,9701119.975712731,,False,,,0.2182142142857142,-0.16714271428571412,1.05158697937837,51.25724572969362,0.18785728571428603,0.13857128571428565,0.995001000000002,0.607311903561388,30.9325874583812,22.817152916265645,15.098555798687197,
2001-05-17,28.1,28.615,27.950001,28.299999,16.237517999999998,14768600,27.780000099999995,27.796198730358178,10480732.287141543,,False,,,0.1557141428571427,-0.16714271428571412,1.2788467890021402,56.11815569058597,0.16071435714285723,0.13857128571428565,0.6649989999999981,0.6114324104498602,26.28489337433257,22.663385739125623,7.3986413839240015,
2001-05-18,28.190001000000002,28.575001,28.190001000000002,28.5,16.35227,8775400,27.810999999999996,27.904475848764612,10218373.473735152,,False,,,0.16999992857142843,-0.1342856428571427,0.951083550441358,48.74642863070686,0.1464285714285715,0.13857128571428565,0.384999999999998,0.5952586668462986,24.59914984595776,23.27917146480894,2.7569437378164507,
2001-05-21,28.225,28.385,28.0,28.245001000000002,16.205963,8715400,27.824000099999996,27.956864333570056,9987146.785468206,,False,,,0.15392849999999975,-0.15249985714285685,1.2453435439380307,55.463385427152296,0.1464285714285715,0.13928564285714298,0.38500000000000156,0.5802401906429917,25.235854701189698,24.004825088519627,2.5000256250063795,
2001-05-22,28.200001,29.389999,28.200001,29.32,16.82276,15513000,27.97050009999999,28.166577513020815,10837278.049242329,,False,,,0.23071414285714248,-0.1403569999999996,1.0513127334036523,51.250729168889606,0.20785707142857138,0.13928564285714298,1.1899979999999992,0.623794319882778,33.321411369637254,22.328777037167832,19.753094548598522,
2001-05-23,29.025,29.66,28.985001,29.305,16.81415,13571400,28.131999999999994,28.341719434094536,11257912.19551274,,False,,,0.23071414285714248,-0.13571414285714262,1.6476596150289406,62.23079453553287,0.22714285714285712,0.1139285714285716,0.6749989999999997,0.6274517970340081,36.2008457409113,18.157342439230696,33.19371727748684,
2001-05-24,29.5,30.0,29.405001000000002,29.995001000000002,17.210048999999998,12146400,28.342500199999996,28.59607044423384,11394602.62697232,,False,,,0.264642714285714,-0.13571414285714262,1.7178578984970363,63.20631771981178,0.23107128571428553,0.1139285714285716,0.5949989999999978,0.6251337401030074,36.963496111441756,18.224671637432152,33.954423997690995,
2001-05-25,30.0,30.0,29.280001000000002,29.355,16.84284,9941600,28.6020002,28.71282883742863,11171063.761284271,,False,,,0.264642714285714,-0.1760712857142853,1.9094432344712167,65.6291627156717,0.23107128571428553,0.12285714285714303,0.7199989999999978,0.6319098300956495,36.56712947151167,19.442195231960017,30.57514856716381,
2001-05-29,29.5,29.865,29.475,29.799999,17.098164,9957200,28.862000000000002,28.880085785516535,10984315.49031746,28.183076961538458,False,2.4731466508404583,,0.2964283571428568,-0.15749985714285689,1.5274456574738242,60.43436197953717,0.2274999285714284,0.12285714285714303,0.389999999999997,0.6146305565173886,37.01409345159886,19.98877887771713,29.867467862888354,
2001-05-30,29.525,29.924999,29.139999,29.389999,17.185875,11551000,29.048499900000003,28.958533972360144,11071497.722576313,28.27247859401709,False,2.4265837749656405,,0.2964283571428568,-0.17499992857142846,1.8672668621631145,65.12358116378525,0.2274999285714284,0.12321435714285732,0.7850000000000001,0.6267998024804323,36.29546909095119,19.657689210376525,29.735193482688295,
2001-05-31,29.514999,29.725,29.174999,29.625,17.32329,12036400,29.183499900000005,29.06106720738166,11219944.226795342,28.372665364830638,False,2.426285418374308,,0.2989285714285713,-0.17499992857142846,1.6948975139523377,62.8928374892669,0.21642849999999975,0.12321435714285732,0.5500010000000017,0.6213141737318301,34.833987240312666,19.83124840091589,27.444752891692836,18.519960171378948
2001-06-01,29.75,29.75,29.0,29.049999,16.987057,11831400,29.258499900000004,29.05936440624602,11314014.345749903,28.422838226695035,False,2.2394884510623982,,0.2989285714285713,-0.13535721428571432,1.7362578407199318,63.453736518599,0.21642849999999975,0.05892864285714313,0.75,0.6305060184652708,34.32615925329521,9.346245893192693,57.198391699091886,21.2827052805013
2001-06-04,29.5,29.525,29.139999,29.315001000000002,17.142023000000002,9570200,29.340000000000003,29.0986931129774,11045735.215634534,28.48892435805096,False,2.1403712799501386,,0.28642864285714303,-0.13535721428571432,2.201845841468458,68.76801540384682,0.21642849999999975,0.05892864285714313,0.38500099999999904,0.6129699457177514,35.30817481541853,9.613626780370314,57.198391699091886,23.84811145325777
2001-06-05,29.5,30.1,29.395,29.975,17.527956,14663000,29.512999900000004,29.233509557134724,11602237.490152298,28.59900403523237,False,2.2186280372584997,,0.31035721428571456,-0.13535721428571432,2.1287216056501146,68.03806391101995,0.22535714285714295,0.05892864285714313,0.7050000000000018,0.6195435210236264,36.37470737887822,9.511622808964194,58.542673732996406,26.326294473239102
2001-06-06,29.549999,29.934998999999998,29.275,29.844998999999998,17.451942000000003,11213600,29.565499800000005,29.327584856037074,11542447.107051942,28.69129995854849,False,2.2176928142253924,,0.25678578571428595,-0.1446430000000003,2.25356264803302,69.26446150946066,0.17928571428571413,0.06750007142857177,0.6599989999999991,0.6224331980933674,28.804008981992084,10.84454872190903,45.296629436575905,27.68131839919173
2001-06-07,29.450001,29.924999,29.035,29.799999,17.425621,11580200,29.614999700000006,29.400263955108294,11548255.244428568,28.773425813470823,False,2.178531488398593,,0.255000142857143,-0.14785728571428589,1.7716135021948192,63.91993330931215,0.15642857142857153,0.08464292857142881,0.8899989999999995,0.6415450410866983,24.383100392078596,13.193606551467393,29.777739325114176,27.831062751043333
2001-06-08,29.4,29.625,29.225,29.514999,17.258968,5187800,29.5669995,29.417915500476248,10569723.668362632,28.82835716062113,False,2.045063950645234,2.2628657628578512,0.2407143571428573,-0.16821442857142874,1.7010073251937423,62.976775713547156,0.15642857142857153,0.08464292857142881,0.3999999999999986,0.6242918238662197,25.056963017682065,13.558231156582798,29.777739325114176,27.970111077762677
2001-06-11,29.375,29.700001,29.23,29.370001000000002,17.174187,5647000,29.568499600000003,29.41054403886452,9812381.565537611,28.868478926501048,False,1.8777058318298123,2.1858337766522435,0.2407143571428573,-0.16035721428571442,1.4357874386408747,58.945514533157215,0.16178578571428584,0.07107142857142865,0.4700009999999999,0.6132710507329183,26.380796145674275,11.588909746594332,38.95707393954786,28.75489413931876
