Date,Open,High,Low,Close,Adj Close,Volume,MA-Close,MA-Pct-Change,trading_action
2001-05-04,94.0,97.800003,93.800003,97.199997,80.670158,3000400,93.7559998,0.32531283400594596,
2001-05-07,96.199997,98.199997,95.690002,96.010002,79.682541,2135600,94.06100009999999,0.40930863970264875,
2001-05-08,96.099998,96.550003,95.019997,95.25,79.051781,1935100,94.4459999,0.1948207443351999,
2001-05-09,94.940002,96.150002,94.449997,94.660004,78.562119,1931800,94.6300003,0.21346338302822856,
2001-05-10,95.910004,97.650002,94.489998,94.510002,78.43762199999999,1935600,94.83200070000001,-0.009490889081304837,
2001-05-11,94.400002,97.0,92.5,92.849998,77.05989100000001,2591600,94.82300029999999,0.31637893659855326,
2001-05-14,92.400002,94.25,92.279999,94.099998,78.097305,1616200,95.12300029999997,0.23127908003970776,
2001-05-15,94.110001,95.699997,93.199997,94.849998,78.719803,2560400,95.34299989999998,0.20452440158641474,
2001-05-16,94.599998,99.949997,92.5,99.949997,82.952461,3089700,95.53799959999999,0.20410695306205345,
2001-05-17,99.25,100.599998,97.849998,97.949997,81.292625,2270500,95.73299929999999,0.005223172820833228,
2001-05-18,97.900002,97.900002,96.75,97.25,80.71165500000001,1977200,95.7379996,0.6152207090819545,
2001-05-21,97.75,101.989998,97.0,101.900002,84.570892,2332600,96.3269996,0.8346570570438595,
2001-05-22,102.599998,105.150002,102.309998,103.290001,85.724503,2288500,97.1309997,0.4777052655003393,
2001-05-23,102.290001,102.300003,99.199997,99.300003,82.41304000000001,3134600,97.59499960000002,0.5471587706220977,
2001-05-24,99.0,100.25,98.050003,99.849998,82.869469,1817000,98.12899920000002,0.520743209617886,
2001-05-25,99.900002,99.900002,97.519997,97.959999,81.300919,1234800,98.63999930000001,0.28183282843959157,
2001-05-29,97.5,97.599998,95.209999,96.879997,80.404587,2251400,98.9179992,-0.009098040875048013,
2001-05-30,95.550003,96.75,94.400002,94.760002,78.645081,2355000,98.9089996,-0.4903496162749493,
2001-05-31,94.550003,95.849998,94.489998,95.099998,78.927284,1893200,98.42399970000001,-0.12700154472588457,
2001-06-01,95.489998,96.699997,93.900002,96.699997,80.255188,1920900,98.29899970000001,-0.07528031844254436,
2001-06-04,96.199997,96.900002,95.25,96.510002,80.097504,1198400,98.22499990000001,-0.4632226016423777,
2001-06-05,97.099998,98.139999,97.0,97.349998,80.794678,1376800,97.76999950000001,-0.7926766942450538,
2001-06-06,96.300003,96.300003,94.690002,95.540001,79.292465,1962000,96.9949995,-0.24743553918983538,
2001-06-07,95.540001,97.07,94.559998,96.900002,80.421204,1536900,96.7549994,-0.464058397792726,
2001-06-08,96.900002,96.900002,95.25,95.360001,79.143074,924900,96.3059997,-0.6178220483183483,
2001-06-11,95.199997,95.650002,91.900002,92.010002,76.36274,2673700,95.711,-0.524495199088929,
2001-06-12,91.199997,91.949997,90.059998,91.860001,76.23831899999999,2592500,95.2090004,-0.588179476359674,
2001-06-13,91.559998,92.980003,89.07,89.160004,73.997437,2178300,94.6490006,-0.8547365475298986,
2001-06-14,89.050003,89.449997,87.0,87.010002,72.213081,2714200,93.840001,-0.789641509061801,
2001-06-15,86.75,90.0,86.050003,89.290001,74.105339,3025300,93.09900139999999,-0.8442625465153502,
2001-06-18,88.800003,89.879997,88.0,88.650002,73.57414200000001,1799400,92.31300139999999,-0.9933593167733352,
2001-06-19,90.5,91.5,87.75,88.18,73.184074,4292900,91.39600159999999,-0.7812156850415266,
2001-06-20,87.599998,89.0,86.43,88.400002,73.366692,3849500,90.68200169999999,-0.43007453815390223,
2001-06-21,87.75,93.510002,87.75,93.0,77.18438,3880900,90.2920015,-0.3610511391753832,
2001-06-22,92.400002,92.849998,91.089996,92.099998,76.437462,2606300,89.9660012,-0.11782284261400881,
2001-06-25,92.849998,92.849998,90.599998,90.949997,75.483009,1260700,89.8600007,-0.1736031591194828,
2001-06-26,89.0,90.300003,87.5,90.300003,74.943558,3260600,89.70400090000001,-0.1850535074629001,
2001-06-27,89.010002,91.5,87.5,87.5,72.61975100000001,3496800,89.53800050000001,-0.04579106052295805,
2001-06-28,88.099998,89.849998,86.239998,86.599998,71.872795,3007200,89.49700010000001,-0.3899569813625375,
2001-06-29,87.0,87.239998,84.5,85.800003,71.208839,4347900,89.14800030000002,-0.4543011605836228,
2001-07-02,85.949997,85.949997,84.449997,84.599998,70.212936,2441400,88.74299990000003,-0.4710230671388336,
2001-07-03,84.599998,85.150002,83.75,84.0,69.714966,1789700,88.32499990000004,-0.4981604307932752,
2001-07-05,83.75,85.389999,83.5,84.0,69.714966,2055300,87.88499970000004,-1.1264723256294178,
2001-07-06,83.75,83.75,81.699997,83.099998,68.96800999999999,2206600,86.89499950000004,-1.1726789871263101,
2001-07-09,82.599998,82.900002,81.25,81.910004,67.98039200000001,2765400,85.87600010000003,-1.0887790522511698,
2001-07-10,82.25,82.849998,81.139999,81.599998,67.723083,2444600,84.94100020000003,-1.024240941302206,
2001-07-11,81.25,81.949997,80.0,81.599998,67.723083,2863700,84.07099970000004,-0.11299936998370487,
2001-07-12,83.5,86.849998,83.08000200000001,86.550003,71.831299,3151600,83.97600000000004,-0.053586262741732164,
2001-07-13,86.0,88.0,85.620003,86.150002,71.499329,1880300,83.93100040000004,-0.28594929031729144,
2001-07-16,85.900002,87.139999,82.0,83.400002,69.216988,2713000,83.69100030000004,0.14935895084527978,
2001-07-17,82.900002,86.470001,81.650002,85.849998,71.250359,2687400,83.81600030000004,0.0,
2001-07-18,83.849998,85.099998,82.300003,84.0,69.714966,2376100,83.81600030000004,-0.1193089620622165,
2001-07-19,85.0,85.5,81.650002,83.0,68.884987,2470600,83.71600030000005,-0.01791784120867613,
2001-07-20,82.849998,83.800003,82.050003,82.949997,68.843536,2190000,83.70100020000004,-0.02031110734564784,
2001-07-23,83.75,84.970001,81.589996,81.739998,67.839279,3210700,83.68399960000004,0.029874289134724476,
2001-07-24,81.300003,82.559998,80.75,81.849998,67.930595,2487700,83.70899960000004,0.1911382297776119,
2001-07-25,81.949997,83.199997,81.150002,83.199997,69.051025,1863500,83.86899950000003,-0.22773659056227671,
2001-07-26,82.800003,85.0,81.800003,84.639999,70.246063,2567400,83.67799910000004,-0.15894285407215486,
2001-07-27,84.519997,86.08000200000001,83.599998,84.82,70.49542199999999,1770100,83.54499890000002,-0.0849841414026085,
2001-07-30,83.849998,84.75,82.059998,82.690002,68.725166,2174700,83.47399890000004,-0.32225531727821954,
2001-07-31,82.449997,84.900002,82.07,83.160004,69.11578399999999,2308100,83.20499950000003,0.1622496253966118,
2001-08-01,83.5,85.900002,83.400002,85.349998,70.93594399999999,2082200,83.33999930000003,0.39596868583126393,
2001-08-02,85.949997,87.5,85.940002,86.300003,71.725494,2010800,83.66999960000003,0.30476909432183863,
2001-08-03,86.099998,86.5,84.849998,85.5,71.0606,1420400,83.92499990000003,0.26333023564292585,
2001-08-06,84.849998,85.050003,83.699997,83.949997,69.772369,1228500,84.14599980000003,0.20084175171924604,
2001-08-07,83.68,84.18,82.769997,83.540001,69.43163299999999,1744000,84.31500010000002,-0.16604328984635028,
2001-08-08,82.900002,83.949997,81.800003,81.800003,67.985466,1921200,84.17500070000003,-0.5452920655573978,
2001-08-09,80.599998,80.760002,78.949997,80.050003,66.531044,3954300,83.71600110000004,-0.4801945801493739,
2001-08-10,79.809998,80.800003,78.550003,80.800003,67.154335,2591000,83.31400140000005,-0.0588142439165157,
2001-08-13,80.150002,82.589996,79.949997,82.199997,68.31794000000001,2396800,83.26500090000005,-0.22338329188680883,
2001-08-14,82.199997,83.400002,81.300003,81.300003,67.569908,2258600,83.07900080000005,-0.42128576009546104,
2001-08-15,81.5,82.16999799999999,80.809998,81.849998,68.027054,2309300,82.72900080000005,-0.6285589031313534,
2001-08-16,81.300003,81.849998,79.959999,81.099998,67.403687,2545200,82.20900030000004,-1.0035397547584435,
2001-08-17,80.050003,80.150002,77.050003,77.25,64.20386500000001,4275400,81.38400030000005,-0.750761940612069,
2001-08-20,77.260002,78.059998,77.260002,77.839996,64.694229,2560400,80.77300020000004,-1.0077623685940522,
2001-08-21,77.83000200000001,79.690002,75.400002,75.400002,62.666328,3768800,79.95900030000004,-0.5377759831747209,
2001-08-22,75.410004,77.5,75.050003,77.5,64.411674,4084400,79.52900000000004,-0.2954904500245273,
2001-08-23,77.269997,77.980003,76.800003,77.699997,64.577881,2108800,79.29399940000003,0.06305647385468759,
2001-08-24,78.0,81.5,77.900002,81.300003,67.569908,2903600,79.34399940000003,-0.037809412465793085,
2001-08-27,81.300003,82.800003,80.5,81.900002,68.06855,2368800,79.31399990000003,-0.031520286496111605,
2001-08-28,81.900002,82.029999,80.510002,81.050003,67.362144,3512900,79.28899990000002,-0.1324263140314764,
2001-08-29,81.050003,81.550003,79.800003,80.800003,67.154335,2578800,79.18400040000003,-0.18816894732184364,
2001-08-30,80.050003,80.300003,78.5,79.610001,66.165314,3152600,79.03500070000003,0.3605994780487098,
2001-08-31,79.699997,81.400002,79.010002,80.099998,66.572594,2008900,79.32000050000002,0.22440834452591601,
2001-09-04,79.949997,81.449997,79.25,79.620003,66.173637,2620700,79.49800120000002,0.396236503113497,
2001-09-05,80.650002,81.400002,78.099998,78.550003,65.284317,3372100,79.81300130000002,-0.050117398604824004,
2001-09-06,78.0,78.800003,76.650002,77.099998,64.079216,2891400,79.77300110000003,-0.40364458596255015,
2001-09-07,77.099998,77.400002,74.0,74.480003,61.901718,3726700,79.45100170000003,-0.6419058150150572,
2001-09-10,74.480003,76.760002,73.5,76.199997,63.331219,2558900,78.94100110000002,-1.5834610437946417,
2001-09-17,72.300003,72.309998,68.58000200000001,69.400002,57.679577,5765800,77.69100110000002,-1.7440891233412286,
2001-09-18,69.900002,70.0,66.279999,67.5,56.100471,3562500,76.33600080000001,-1.7409873271747316,
2001-09-19,67.800003,68.5,63.27,67.510002,56.10881,5888500,75.0070007,-1.8478276521727441,
2001-09-20,65.75,67.339996,64.099998,65.75,54.646038,3923900,73.6210006,-1.6856597844175387,
2001-09-21,65.760002,68.25,63.290001000000004,67.690002,56.25839200000001,5421300,72.38000100000001,-1.258635102809697,
2001-09-24,69.75,71.489998,69.559998,70.510002,58.602123,3071100,71.4690009,-1.1921258017754222,
2001-09-25,70.5,72.230003,69.599998,70.029999,58.203217,3666700,70.61700049999999,-1.0266649600898787,
2001-09-26,72.0,72.0,69.849998,69.849998,58.053608,4862800,69.8920005,-0.7983747725177806,
2001-09-27,69.849998,69.849998,66.93,68.900002,57.264056999999994,4743900,69.3340004,-0.6995123564224709,
2001-09-28,69.599998,72.900002,69.510002,71.349998,59.300259,3247900,68.84900049999999,0.5955058127532419,
2001-10-01,71.360001,74.5,71.0,73.5,61.087189,3606900,69.2590003,0.8807516674479016,
2001-10-02,73.599998,74.300003,72.43,73.599998,61.170306999999994,3034600,69.8690001,1.3138874160015444,
2001-10-03,73.349998,76.949997,72.879997,76.690002,63.738448999999996,3492500,70.7870001,1.8718126183171913,
2001-10-04,76.699997,80.0,76.33000200000001,79.0,65.65834,6241700,72.1120001,1.1870420995298288,
2001-10-05,79.010002,79.010002,75.879997,76.25,63.372761,5424500,72.9679999,0.6564522813513592,
2001-10-08,76.260002,76.599998,74.349998,75.300003,62.583206000000004,3023300,73.447,1.0756056748403808,
2001-10-09,75.400002,78.150002,75.0,77.93,64.769058,2759300,74.23700010000002,1.4628825229159446,
2001-10-10,77.93,81.199997,77.300003,80.709999,67.079544,3811500,75.32300020000001,1.9847849873616874,
2001-10-11,82.0,85.349998,82.0,83.849998,69.68927,6393700,76.81799980000002,1.4905367270445125,
2001-10-12,82.849998,83.699997,80.75,82.800003,68.816582,3623000,77.9630003,1.3980993494423093,
2001-10-15,82.550003,85.089996,81.519997,84.400002,70.146393,3382300,79.05300050000001,1.3471976942861263,
2001-10-16,84.599998,86.5,83.599998,84.25,70.021713,3315600,80.11800070000001,0.6715092679540545,
2001-10-17,85.599998,86.07,82.059998,82.07,68.209839,3978900,80.6560005,0.29880033538235024,
2001-10-18,82.199997,83.449997,80.809998,81.410004,67.661354,3086300,80.8970009,0.4326489191269989,
2001-10-19,81.050003,81.059998,79.150002,79.75,66.281654,3832200,81.2470009,0.7754126220307004,
2001-10-22,79.75,81.940002,79.510002,81.599998,67.819244,4297200,81.8770004,0.44823307913952604,
2001-10-23,81.610001,83.0,81.400002,81.599998,67.819244,2332100,82.2440002,-0.025533655888501802,
2001-10-24,81.610001,81.849998,80.150002,80.5,66.904999,2523500,82.2230003,-0.2979696667673168,
2001-10-25,79.699997,81.5,78.650002,81.400002,67.754013,3672800,81.9780007,0.039034862678726794,
2001-10-26,81.150002,83.25,81.120003,83.120003,69.185715,2734200,82.0100007,-0.4328745238018202,
2001-10-29,83.120003,83.120003,80.849998,80.849998,67.296211,2224900,81.65500030000001,-0.5143588248814265,
2001-10-30,80.199997,81.349998,79.099998,80.050003,66.630341,2467000,81.2350006,-0.48131913228545065,
2001-10-31,81.150002,81.5,78.0,78.160004,65.057182,3360800,80.844001,-0.08782432724971025,
2001-11-01,78.5,80.800003,77.309998,80.699997,67.171356,3166800,80.7730003,0.3095093646038551,
2001-11-02,80.5,82.449997,80.300003,82.25,68.46151,2721800,81.0230003,0.3838417472180441,
2001-11-05,83.75,85.400002,83.33000200000001,84.709999,70.509155,3141900,81.33400040000001,0.6024543211820148,
2001-11-06,84.400002,86.599998,84.0,86.5,71.999031,3426500,81.8240006,0.8554947141022442,
2001-11-07,86.0,87.660004,85.550003,87.5,72.831413,3268700,82.5240006,0.6422367991694315,
2001-11-08,87.699997,88.800003,86.58000200000001,86.699997,72.165543,2934000,83.0540001,0.4503091958842415,
2001-11-09,86.300003,87.75,85.400002,86.860001,72.298714,1373300,83.4279999,0.8690128024991695,
2001-11-12,86.860001,88.099998,85.5,88.099998,73.330849,2217300,84.1529999,1.3071429435755555,
2001-11-13,89.949997,91.5,89.839996,91.050003,75.786293,3791200,85.25299989999999,1.5647538521398103,
2001-11-14,92.75,92.75,90.599998,91.5,76.160843,3968800,86.58699949999999,0.9239262298262355,
2001-11-15,89.690002,90.699997,88.230003,88.699997,73.830269,4265000,87.3869995,0.6293842369539158,
2001-11-16,88.599998,88.849998,87.5,87.75,73.039505,2354900,87.9369995,0.6641122659637799,
2001-11-19,88.75,90.550003,88.489998,90.550003,75.37011,2483500,88.5209999,0.3671445197943396,
2001-11-20,90.050003,91.239998,89.199997,89.75,74.704208,1912900,88.84599990000001,0.07316052503561936,
2001-11-21,88.900002,89.300003,87.5,88.150002,73.37245899999999,1806400,88.9110001,0.38802903983980447,
2001-11-23,88.800003,90.400002,88.639999,90.150002,75.03716999999999,837500,89.2560006,0.5131308785081355,
2001-11-26,90.050003,91.940002,80.800003,91.440002,76.11086999999999,1847400,89.7140007,0.21178433524033008,
2001-11-27,90.349998,90.949997,89.650002,90.0,74.91233100000001,2477900,89.9040009,-0.47161471764935137,
2001-11-28,89.599998,89.790001,86.5,86.809998,72.257088,3780000,89.4800004,-0.24027737934609075,
2001-11-29,86.809998,89.599998,85.779999,89.349998,74.371277,3860100,89.2650002,0.03360813301155779,
2001-11-30,88.75,89.349998,87.550003,89.0,74.079971,2567900,89.29500049999999,-0.19485950951978556,
